"TID","NO"
"TID_LINK_SAME_PLATFORM_TENCENT","Hvis du vil spille på flere enheter, må du passe på at du er logget på WeChat- eller QQ-kontoen din i spillets innstillinger.\n\nLogg deretter på den samme WeChat- eller QQ-kontoen på den andre enheten. Fremdriften vil bli synkronisert automatisk."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Landsbyen din er allerede permanent tilknyttet kontoen du er logget inn på.\n\nSiden basen allerede har fremgang (rådhus på nivå <level> eller et kjøp er foretatt), kan den ikke overskrives lenger."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Hvis du vil spille på en annen Android-enhet, kan du laste ned Clash of Clans fra Tencent Store og logge på med samme WeChat- eller QQ-konto.\n\nFremdriften vil synkroniseres automatisk."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Du kan legge til Clash-venner fra spillerprofilen deres. WeChat- eller QQ-venner legges til automatisk når du har logget inn."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Det er gratis å spille Clash of Clans, men du kan få raskere fremgang ved å foreta kjøp i appen. Trykk på OK for å godta vilkårene og retningslinjene for personvern."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Ikke samme konto"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Kontoen du prøver å logge på med, er en annen enn den som er lagret lokalt. Vil du bytte til den nye?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Ja, bytt til nåværende konto."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Nei, bruk den opprinnelige."
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Balanseoppdatering!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Luftforsvar på nivå 9 lagt til rådhus 11\n• Grensen for murnivå 12 økt med 25\n• Villsvinrytter, graver, heks, drage og P.E.K.K.A har fått verdiene sine økt"
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Koble kontoen din til et sosialt nettverk for å holde den trygg."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Ikke mist landsbyen din"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Fullført!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Koble til Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Koble til Google Play"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Landsbyen din er beskyttet"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Koble til WeChat eller QQ"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Koble til WeChat, QQ eller Game Center"
"TID_NEWS_IOS7_TITLE","Slutt på støtte for enheter som bruker iOS 5 og 6"
"TID_NEWS_IOS7_TEXT","Fra og med den neste Clash of Clans-oppdateringen blir det slutt på støtten for alle Apple-enheter som bruker iOS-versjonene 5 og 6. For å fortsette å spille Clash of Clans må du oppdatere til iOS 7 eller nyere. Trykk under hvis du vil ha mer informasjon!"
"TID_NEWS_IOS7_BUTTON","Mer info"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Høvding, du kan nå få en helteforsterkning til 1 juvel!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Høvding, en 4x stjernebonushendelse har startet!"
"TID_EVENT_HERO_BOOST_ALT","Helteforsterkningshendelse"
"TID_EVENT_ARMY_GOWIWI","HeGoTr-hendelse"
"TID_EVENT_ARMY_GOWIWI_INFO","Legg landsbyer i ruiner med den klassiske heks-trollmann-golem-armeen! Hver enhet er nå 50 % billigere!"
"TID_CNY_PACK","Kinesisk nyttår-pakke"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Høvding, en helt spesiell armé-hendelse har startet!"
"TID_OFFER_CW_TITLE","Klankriger-pakke"
"TID_NEWS_CW_BD_GIFTS_TITLE","Klangaver!"
"TID_ATTACK_SPEED","Angrepshastighet: <number>"
"TID_SUMMON_SPEED","Utplasseringshastighet: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Utplasser troppene dine!"
"TID_WAITING_FOR_ENEMY","Venter på motstander"
"TID_DEFENCE_TROOP_COUNT","Forsvarstropper: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Boostvarighet: <number>"
"TID_DIAMOND_BUNDLE_RED","(Heltepakke)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> Juveler\n• Statue av stor helt\n• Tidsbegrenset (RED)-skall for barbarkongen\n\n100 % av inntektene går til (RED)s kamp mot AIDS."
"TID_BUILDING_CLOCK_TOWER","Klokketårn"
"TID_CLOCK_TOWER_BOOST_TIME","Boostvarighet: <number> sek."
"TID_ARMY_CAMP_VILLAGE2","Leir <num>"
"TID_BUILDING_DOUBLE_CANNON","Dobbelkanon"
"TID_BUTTON_CHANGE_VILLAGE","Reis"
"TID_BUILDING_MULTI_MORTAR","Multimorter"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Gammel barbarstatue"
"TID_BUILDING_TELESCOPE","Stjernelaboratorium"
"TID_UNIT_COUNT","Enheter:"
"TID_TRAINING_TIME2","Treningstid:"
"TID_FILL_ARMY_CAMPS","Fyll militærleirer"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Kunne ikke angripe. Angrepet er brukt!"
"TID_ATTACK","Angrip"
"TID_LOOT_AVAILABLE","Utbytte tilgjengelig:"
"TID_LOOT_RECEIVED","Utbytte mottatt:"
"TID_FIND_MATCH_HEADER","Finne en match?"
"TID_HOUSING_VILLAGE2","Enheter per leir:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Spesialferdigheten låses opp ved nivå <number>"
"TID_UPGRADE_INFO_START","Øker"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> og"
"TID_UPGRADE_INFO_HP","<old> treffpoeng (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> skade per sekund (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> angrepshastighet (med <num> sek.)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> enheter ynglet (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> enheter per militærleir (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> ynglehastighet for <name> (+20 %)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Låser opp spesialferdigheten: <name>!"
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Forbedrer ferdigheten <name>!"
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> utplasseringshastighet for <name> (+15 %)"
"TID_NEXT_LEVEL","Neste nivå"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Du må ha et stjernelaboratorium på nivå <number>"
"TID_ABILITY","Spesialferdighet"
"TID_BARB2_ABILITY_NAME","Raseri"
"TID_BARB2_ABILITY_HELP","Hastighet og skade økes i de første <num> sekundene"
"TID_ARCHER2_ABILITY_NAME","Kappe"
"TID_ARCHER2_ABILITY_HELP","Usynlig for forsvar i de første <num> sekundene"
"TID_GIANT_ABILITY_NAME","Kraftslag"
"TID_GIANT_ABILITY_HELP","Det første angrepet påfører <num> % skade"
"TID_CANNON_ABILITY_NAME","Siste skanse"
"TID_CANNON_ABILITY_HELP","Kanonen fortsetter å skyte etter at vognen er ødelagt. <num2> midlertidige treffpoeng."
"TID_PEKKA2_ABILITY_NAME","Overladning"
"TID_PEKKA2_ABILITY_HELP","Påfører <num> skade i en massiv eksplosjon når den ødelegges"
"TID_BALLOON2_ABILITY_NAME","Skjeletteksplosjon"
"TID_BALLOON2_ABILITY_HELP","Påfører <num2> skade og yngler <num> skjeletter når den ødelegges"
"TID_GARG2_ABILITY_NAME","Langskudd"
"TID_GARG2_ABILITY_HELP","De første <num> angrepene kastes fra lengre hold"
"TID_BOMBER_ABILITY","Kjempebombe"
"TID_BOMBER_ABILITY_HELP","Den første bomben påfører <num3> % skade"
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Samle ressurser, tren, forsk og bygg <multiplier> ganger så raskt i <time>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Vil du forsterke landsbyen?"
"TID_POPUP_BOOST_VILLAGE","Samle ressurser, tren, forsk og bygg <multiplier> ganger så raskt i <time>!\n\nDu kan forsterke gratis én gang per <cooldown>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Gratis boost!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Forsterk nå!"
"TID_BUTTON_CLOCK_TOWER_BOOST","Gratis boost!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Gjør at booster varer <time> lenger"
"TID_CLOCK_TOWER_INFO","Klokketårnet gjør at alt skjer raskere i landsbyen din! Samle ressurser, tren, forsk og bygg raskere."
"TID_BOOST","Boost"
"TID_BUILD_TRAINING_GROUNDS","Bygg en militærleir først"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Fjern eksisterende enheter først"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Avstand"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Hurtig angrep"
"TID_BUTTON_ATTACK_MODE_BURST","Spreng"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Maks:"
"TID_RESOURCE_PRODUCTION","Produksjon per time:"
"TID_RESOURCE_IN_TREASURY","I skattkammeret:"
"TID_FIND_NEW_MATCH","Finn en ny match"
"TID_BUTTON_FIND_NOW","Finn nå!"
"TID_TIME_LEFT","Tid igjen:"
"TID_YOUR_ATTACK","Ditt angrep:"
"TID_WAITING_FOR_ATTACK","Motstanderen angriper!"
"TID_DOUBLE_CANNON_INFO","Doble kanoner, doble skudd per kanon. En dobbel-dobbel dose trøbbel!"
"TID_BUILDING_GUARD_POST","Vaktpost"
"TID_GUARD_POST_INFO","Huser tropper som bidrar til forsvaret ditt! Disse oppviglerne vil garantert sinke fienden."
"TID_BUILDING_MEGA_TESLA","Megatesla"
"TID_MEGA_TESLA_INFO","Hva skjer nå teslaene blir megastore? Det kraftige støtet deres påfører selv de tøffeste enhetene stor skade!"
"TID_GRASS","Høyt gress"
"TID_DUEL_NOTIFICATION","En duell mot <attacker> er i gang!"
"TID_STONE_PATH","Steinvei"
"TID_REPAIR_BUILDING_TITLE","Vil du reparere bygningen?"
"TID_REPAIR_HERO_TITLE","Vil du reparere helten?"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","Kinaputter"
"TID_AIR_DEFENSE_SMALL_INFO","Hold flygende plageånder unna med en byge av små raketter! De er som elektriske fluezappere, bare penere."
"TID_BUILDING_ARCHER_TOWER2","Bueskyttertårn"
"TID_ARCHER_TOWER2_INFO","Ingen fiender slipper unna bueskytternes piler. Dette tårnet har en spesiell bryter. Velg avstand eller hurtig angrep!"
"TID_BUILDING_CANNON2","Kanon"
"TID_CANNON2_INFO","Det ikoniske bakkeforsvaret, bygget for å vare! Denne klassikeren gjør byggmesteren litt sentimental."
"TID_BUILDING_TESLA_TOWER2","Skjult tesla"
"TID_TESLA_TOWER2_INFO","Delvis tårn, delvis felle og gjennomført støtende! Zapp både luft- og bakkefiender med vitenskapens kraft!"
"TID_TUTORIAL_SHIP","Høvding, nå kan vi reparere skipsvraket ved sjøen!"
"TID_TUTORIAL_SHIP_LOAD_SHIP","Høvding, båten og mannskapet er klar for å kaste loss!"
"TID_TUTORIAL_SHIP_READY","Ikke vær redd for å forsvinne på havet. Vi husker veien tilbake!"
"TID_TUTORIAL_SHIP_ARRIVE","Land ohoi! Hva slags merkelig sted er dette?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","Vi har hatt flaks, høvding! Vi kan reparere de gamle bygningene for å skaffe oss ly."
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Puh! Her kan vi slå oss ned for natten. Et hjem langt hjemmefra!"
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz ..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","Hm? Å, besøk! Hurra!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Wow! Hvor kom du fra?"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Hjemmet mitt! Du ... har gjort det så rent og pent! Du fortjener virkelig en omvisning."
"TID_TUTORIAL_LOOK_LABORATORY","Jeg er en byggmester. Lyst til å se favorittbygningen min? Den gir troppene dine spesialferdigheter!"
"TID_TUTORIAL_LOOK_LABORATORY_DO","Vi trenger selvsagt tropper for å finne ut hvem som er best til å bygge!"
"TID_TUTORIAL_LOOK_FINISH","Bruker du tropper? Høvding, vi kan få bruk for ferdighetene dine her!"
"TID_TUTORIAL_ATTACK","Er det sant? Hvis du er like god til å slåss som du er til å vaske, så tror jeg vi kan bli et bra team!"
"TID_TUTORIAL_ATTACK_DONE","Å nei, angriper de oss også!?"
"TID_TUTORIAL_ATTACK_DONE2","Slik skal det gjøres! Det beste angrepet vinner premien. Ingen stjeling, det er frekt!"
"TID_TUTORIAL_ATTACK_DONE3","Høvding, du hadde det beste angrepet! Vi har fått utbytte i premie!"
"TID_TUTORIAL_WORKER_MENU","Hurra! Jeg har SÅ mange ideer om ting å bygge. Bare se på ønskelisten min!"
"TID_TUTORIAL_WORKER_MENU2","Jeg har alltid en idé på lager, men du vet virkelig hva du driver med. Det er du som bør velge!"
"TID_TUTORIAL_WORKER_MENU3","Fantastisk! Nå er vi et lag! Kanskje jeg til og med kan besøke deg en dag og ... zzz ..."
"TID_TUTORIAL_WORKER_MENU4","Høvding, det er visst masse å gjøre her. Vi må passe på landsbyen din også!"
"TID_WARMACHINE","Kampmaskin"
"TID_WAITING_FOR_DUEL_NOTIFICATION","En spiller er klar for en duell!"
"TID_UPGRADE_UNITS2","Oppgrader enheter"
"TID_RESEARCH2_TITLE","Fordeler ved oppgradering:"
"TID_RESERARCH2_SWIPE","Sveip mot venstre eller høyre for å vise flere oppgraderinger"
"TID_VILLAGE2_PVP_LOOT","Seire"
"TID_BUTTON_START_MATCHMAKE","Finn nå!"
"TID_START_MATCHMAKE_HINT","Angrip og forsvar deg! Vinn duellen for å få ekstra utbytte!"
"TID_SEARCHING","Søker ..."
"TID_NEWVILLAGE_LOG_INFO","Vent til angriperen har fullført angrepet. Det beste angrepet vinner!"
"TID_BALLOON_CARRIER","Slippskip"
"TID_SUPER_CHARGED_PEKKA","Super-P.E.K.K.A"
"TID_IRONFIST_GIANT","Bokserkjempe"
"TID_TOXIC_MINION","Betalakei"
"TID_SNEAKY_ARCHER","Snikete bueskytter"
"TID_RAGED_BARBARIAN","Raseribarbar"
"TID_MOVING_CANNON","Kanonvogn"
"TID_BOMBER","Bomber"
"TID_RESEARCH2_ABILITY_TITLE","Spesialferdighet"
"TID_BUILDING_CRUSHER","Knuser"
"TID_BUILDING_CRUSHER_INFO","Knuseren er virkelig glad i å ha litt plass rundt seg. Denne svære steinen knuser bakkeenheter med kraftige kilevinker!"
"TID_ADVANCED_TRAP","Mine"
"TID_ADVANCED_TRAP_INFO","Planlegg en eksplosiv overraskelse for tropper som kommer for nær. Velg luft eller bakke!"
"TID_INFO_BALLOON_CARRIER","Disse ballongene er fullstappet med knokler istedenfor bomber, og skjelettene kommer byksende ut rett ved fienden!"
"TID_YOUR_RESULT","Ditt angrep:"
"TID_PUSHER","Dyttefelle"
"TID_PUSHER_INFO","Kast bakketropper i en valgfri retning! Hiv og hoi!"
"TID_CHARACTER_INFO_BOMBER","Bombere setter pris på ødeleggelse og spesialeffekter av høy kvalitet. Derfor sprenger de alt mulig i fillebiter og påfører murer ekstra skade!"
"TID_CHARACTER_INFO_MOVING_CANNON","En kanon på hjul? Det kommer nok som julekvelden på kjerringa på dem! Tonnevis av ildkraft, men egentlig ikke så solid."
"TID_CHARACTER_INFO_IRONFIST_GIANT","Disse kjempene er hardhendte og sterke som okser. Og de har trent på å gi deg en på tygga!"
"TID_CHARACTER_INFO_TOXIC_MINION","Angriper mål fra avstand, gløder i mørket og spretter rundt som en gal på dansegulvet."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","Når bueskytterne er innhyllet i et slør av månelys, kan de ta ut målene sine før noen i det hele tatt ser dem. Har de en svakhet? Ja, en litt vel høy selvtillit."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","Hvorfor er han så sint, rask og brutal? Det er ingen som har guts nok til å spørre. Kanskje det er fordi han ikke finner sverdet sitt?"
"TID_TARGET_FOUND","Mål funnet!"
"TID_BABY_DRAGON2","Drageunge"
"TID_CHARACTER_INFO_BABY_DRAGON2","Søt, kosete og kjent for ildsprutende raserianfall. Ukontrollert ødeleggelse har aldri vært så nusselig før."
"TID_BDRAG2_ABILITY_NAME","Vrede"
"TID_BDRAG2_ABILITY_HELP","Når drageungen er atskilt fra andre luftenheter, øker skaden hans med <num> %"
"TID_MULTI_MORTAR_INFO","Skyter områdeskade fra avstand flere ganger for å maksimere sjansen for å treffe målet!"
"TID_FULL_ARMY_REQUIRED_V2","Du må ha en full armé for å angripe!"
"TID_ADVANCED_MEGA_TRAP","Megamine"
"TID_ADVANCED_MEGA_TRAP_INFO","En skjult dose voldsom ødeleggelse. Velg luft eller bakke!"
"TID_CHANGE_TROOPS","Bytt tropper"
"TID_WITCH2_ABILITY_NAME","Flaggermussverm"
"TID_WITCH2_ABILITY_HELP","Forvandles til en sverm av <num> flaggermus når den ødelegges"
"TID_DARK_WITCH","Nattheks"
"TID_CHARACTER_INFO_DARK_WITCH","Uten frykt tilkaller hun flokker av flygende skapninger, men i motsetning til søsteren etterlater hun gresset i perfekt forfatning."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","<name> (byggerens base) må være på nivå <level>!"
"TID_BUILDING_FLAMER","Griller"
"TID_FLAMER_INFO","Dynker fiender i en fryktelig flod av brennhet plasma! Både luft- og bakketropper får svi!"
"TID_MATCHMAKE_VILLAGE2_TITLE","Duell"
"TID_YOU","Du"
"TID_YOUR_BONUS","Du har fått en bonus for tre seire!"
"TID_BAT","Flaggermus"
"TID_VILLAGE_ROWBOAT","Byggerens båt"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","Byggmesteren kan besøke landsbyen din og gi bygningene dine spesielle forbedringer! Se etter alternativet Forbedre i landsbyforsvaret ditt!"
"TID_OBSTACLE_SMALL_TREE","Lite tre"
"TID_OBSTACLE_BIG_TREE","Stort tre"
"TID_OBSTACLE_TREE_STUMP","Stubbe"
"TID_OBSTACLE_LARGE_PINE_TREE","Skogholt"
"TID_WARMACHINE_INFO","Denne enorme maskinen gikk i stykker da den forsøkte å heise opp verdens største hammer. Blir den fikset litt på, kan den tas med i kamp!"
"TID_TELESCOPE_INFO","Stjernelaboratorium sveiper over himmelen på leting etter hemmeligheter som kan låse opp det fulle potensialet til en troppetype. Det kan øke treffpoengene, skaden og husrommet, og dessuten forbedre troppenes spesialferdigheter!"
"TID_TOWN_HALL2_INFO","Hjemmet til byggmesteren, og hovedmålet i kampen.\n\nLegg en byggerens hall i ruiner for å få en ekstra stjerne til angrepet ditt. Du vinner dueller ved å få flest stjerner, eller påføre mest skade ved uavgjort.\n\nOppgrader byggerens hall for å låse opp avanserte bygninger og tropper."
"TID_BUILDING_TOWN_HALL2","Byggerens hall"
"TID_CHARACTER_INFO_BAT","Flaggermus er skremmende raske, og dødbringende i store svermer, men de er lette å eliminere med områdeskade."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","I denne kraftige drakten av mørkt panser syder det av ustabil energi som venter på å slippe ut!"
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","Eldgammel barbarstatue"
"TID_DECORATION_ARCHER_QUEEN_STATUE","Statue av bueskytterdronningen"
"TID_WORKER2_INFO","Her skjer det ikke noe uten byggmesteren! Du kan bruke grønne juveler for å få ham til å jobbe raskere."
"TID_WORKER2_BUILDING","Byggmesterens hytte"
"TID_HOUSING2_INFO","Troppene dine er stasjonert i militærleirer. Leirene kan bare huse én troppetype om gangen. Noen tropper kan oppgraderes slik at det blir plass til flere av dem i hver leir."
"TID_HERO_INSTRUCTIONS_WARMACHINE","Byggmesterens fremste oppfinnelse knuser fiendens bygninger til pinneved. Da kan du virkelig få vist hvem som er best til å bygge. Lås opp elektrohammeren for å gi motstanderne dine en real trøkk seksten!"
"TID_HERO_ABILITY_WARMACHINE_TITLE","Elektrohammer"
"TID_HERO_ABILITY_WARMACHINE_DESC","Kampmaskinen tilkaller et energigivende lynnedslag som gjenvinner litt helse og gjør at maskinens neste angrep påfører mer skade! Ferdigheten lades opp igjen etter en stund, og da kan du bruke den på nytt!"
"TID_VILLAGE_OBJECT_SHIP_INFO","Med en båt kan du besøke nye steder!"
"TID_GEAR_UP_AVAILABLE_LATER","Oppgrader denne bygningen til nivå <level> først!"
"TID_USES_VILLAGE2_BUILDER","Forutsetter at du har byggmesteren!"
"TID_GEAR_UP_BUILDING","Vil du forbedre bygningen?"
"TID_GEAR_UP_BUILDING_SUBTITLE","Spesialoppgradering:"
"TID_GEAR_UP_ARCHER_TOWER","Installer en bryter som kan senke dette bueskyttertårnet slik at det får en mye høyere skuddtakt!"
"TID_GEAR_UP_CANNON","Gjør kanonen om til en dobbelkanon som påfører mye mer skade på kortere avstand!"
"TID_GEAR_UP_MORTAR","Gjør morteren om til en multimorter som påfører større områdeskade med eksplosiv ild!"
"TID_ELIXIR2","Eliksir"
"TID_GOLD2","Gull"
"TID_VILLAGE2_DUEL_WAITING","En annen spiller ser etter en duell!"
"TID_LAYOUTS_VILLAGE2","Byggerens base"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","Tropper i byggerens base"
"TID_COLLECTORS_FULL_NOTIFICATION","Høvding, pumpene dine er fulle og venter på deg!"
"TID_MORE_AVAILABLE_AGAIN_IN","Du har fått alt av dagens utbytte! Mer tilgjengelig om:"
"TID_DUEL_TARGET_FOUND","Vi har funnet en duellmotstander til deg! Gå til angrep!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","Høvding, det er mer utbytte i byggerens base! Tid for kamp!"
"TID_DAILY_BONUS_LIMIT_REACHED","Daglig utbyttegrense nådd"
"TID_DUEL_WIN_BONUS","Seiersbonus:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage> % duellbonus:"
"TID_DAILY_LOOT_LIMIT_FILLED","Daglig utbyttegrense nådd"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","Du har allerede fått alt tilgjengelig utbytte i dag. Men du kan likevel kjempe om trofeer!"
"TID_REPAIR_SHIP_TITLE","Vil du reparere båten?"
"TID_REPAIR_SHIP_2","Med en båt kan du besøke nye steder!"
"TID_DEFENCE_TROOP_LEVEL","Troppenivå: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","Bygg følgende bygninger for å låse opp det neste nivået av byggerens hall!"
"TID_UPGRADE_TH_LOCKED_TITLE","Oppgradering låst"
"TID_UPGRADE_TH_LOCKED_TITLE2","Påkrevde bygninger:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Oppgrader byggerens hall til nivå <number> for å forbedre flere bygninger!"
"TID_UPGRADE_TH_LOCKED_GEARUP","Du har forbedret det maksimale antallet av disse bygningene!"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","Angrip en motstander mens vedkommende angriper deg. Det beste angrepet vinner!"
"TID_YOUR_TROOPS","Dine tropper"
"TID_TRAIN_TROOPS_HINT","Tren opp en armé før du angriper!"
"TID_BUTTON_RESET_NOW","Skaff mer nå!"
"TID_LOG_BUTTON","Kamp-\nhistorikk"
"TID_BUILDING_GEM_MINE","Juvelgruve"
"TID_GEM_MINE_INFO","I juvelgruver finner du sjeldne forekomster av denne svært verdifulle ressursen. Å utvinne juveler er en tung og tidkrevende jobb."
"TID_PRODUCTION_RATE_PER_DAY","Produksjonshastighet: <number> per dag"
"TID_NO_CLAN","Ingen klan"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","Ikke samme konto"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","Kontoen du prøver å logge på med, er en annen enn den som er lagret lokalt. Vil du bytte til den nye?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","Ja, bytt til nåværende konto."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","Nei, bruk den opprinnelige."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","Mesterlig ingeniørkunst"
"TID_ACHIEVEMENT_TOWN_HALL2","Oppgrader byggerens hall til nivå <number>"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","Nåværende nivå på byggerens hall: <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","Modell fra neste generasjon"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","Lås opp <name> i byggerens brakker"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","Demolering"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","Ødelegg <number> byggerens haller i dueller"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","Byggerens haller ødelagt totalt: <value>"
"TID_BUILDING_GIANT_CANNON","Gigantkanon"
"TID_DECORATION_SMALL_PINETREE","Liten furu"
"TID_DECORATION_PINETREE","Furu"
"TID_TARGET","Målskive"
"TID_GIANT_CANNON_INFO","Ingenting kan stanse gigantkanonen. Kanonkulene dens er store som mammuter og dundrer gjennom alt og alle uten å stanse ..."
"TID_EVENT_ARMY","Armé-hendelse"
"TID_EVENT_ARMY_INFO","Legg landsbyer i ruiner med denne armeen! Hver enhet er nå <num> % billigere!"
"TID_CAMP_FIRE_DECO","Nisseleirbål"
"TID_TRAP_AIR2","Luftfelle"
"TID_TRAP_AIR2_INFO","Infotekst om luftfeller"
"TID_DECORATION_GENERIC","Dekorasjon"
"TID_BUTTON_FREE","GRATIS"
"TID_FIREPLACE","Leirbål"
"TID_REPLAY_SHARE_TEXT","Vil du dele repriser fra duellene dine med klanchatten?"
