"TID","EN"
"TID_ACHIEVEMENT_REPAIR_BUILDING","Rebuild <name>"
"TID_TAB_VIEW_VILLAGE","Home Village"
"TID_TAB_VIEW_VILLAGE2","Builder Base"
"TID_DUEL_TOTAL_WINS","Versus Battle Wins:"
"TID_VILLAGE_EDIT_MODE_V2","Builder Base Edit Mode"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Versus Battle Tournament"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Winners of the Versus Battle Tournament will be featured here!"
"TID_ACHIEVEMENTS_VILLAGE1","Home Village Achievements"
"TID_ACHIEVEMENTS_VILLAGE2","Builder Base Achievements"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> is Coming Soon!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Copied to device clipboard!"
"TID_TENCENT_AUTH_EXPIRED","The authorization has expired, please login again."
"TID_TROOP_INFO_COMING_SOON","Coming Soon!"
"TID_HINT_REBUILD_BOAT","Use the boat on your shores to access the Builder Base!"
"TID_HINT_TROOP_ABILITIES","Unlock and upgrade special abilities for your troops in the Star Laboratory."
"TID_HINT_RESOURCES_ARE_SAFE","Resources in your Builder Base can not be stolen by enemies."
"TID_HINT_ARCHER_TOWER2","Lower an Archer Tower to double its stopping power in a smaller range."
"TID_HINT_SWAP_TROOPS","Want to change your strategy before attacking? Tap the green arrows to swap troops!"
"TID_HINT_GEM_MINE","Rebuild the Gem Mine to start collecting extra Gems!"
"TID_HINT_AIRGROUND_MINES","Mines and Mega Mines can be set to damage either ground or air troops."
"TID_HINT_PUSH_TRAP","Rotate Push Traps to toss troops in the direction you want."
"TID_HINT_CRUSHER","Crushers devastate ground troops, but flying or ranged troops can destroy them unharmed."
"TID_HINT_CLOCK_TOWER","Boost construction, resource production and everything else with the Clock Tower!"
"TID_HINT_TOXIC_MINION","Deploy Beta Minions far from enemy buildings to utilize their Long Shot ability."
"TID_HINT_WARMACHINE1","Rebuild the Battle Machine to use this powerful Hero in your attacks!"
"TID_HINT_WARMACHINE2","The Battle Machine's Electric Hammer ability can be used again after it recharges!"
"TID_HINT_GEAR_UP","Look for a Gear Up option in your home village defenses to apply special upgrades from the Master Builder!"
"TID_HINT_VERSUS_BATTLE1","Earn more Stars to win a Versus Battle! Destruction percentage is the tiebreaker."
"TID_HINT_VERSUS_BATTLE2","Win more Trophies to increase your Versus Battle rewards!"
"TID_HINT_VERSUS_BATTLE3","Win 3 Versus Battles a day to get a big loot bonus."
"TID_HINT_VERSUS_BATTLE4","Having trouble winning Versus Battles? Watch replays and try to improve your defense!"
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","To play on multiple devices, please make sure you're logged into WeChat or QQ on this device.\n\nThen, log into WeChat or QQ with the other device. Your progress will be automatically synchronized."
"TID_GEAR_UP_COMING_SOON","Gear Up for <building> coming soon!"
"TID_NEWS_BUILDER_BASE_TITLE1","Set Sail for a New World"
"TID_NEWS_BUILDER_BASE_TEXT1","• Embark on a new adventure across your shores: the Builder Base!\n• Build a whole new base with special troops, buildings and more!\n• Repair your boat to start the journey"
"TID_NEWS_BUILDER_BASE_TITLE2","Fight it out in Versus Battle mode"
"TID_NEWS_BUILDER_BASE_TEXT2","• Attack head-to-head with brand new armies, gameplay & leaderboard\n• Train troops with abilities, like the Sneaky Archer's Cloak!\n• Harness a high-powered new Hero with a reusable ability!"
"TID_NEWS_BUILDER_BASE_TITLE3","New buildings, tricks and treasures"
"TID_NEWS_BUILDER_BASE_TEXT3","• Outsmart opponents with unruly defenses like Crusher and Push Trap!\n• Boost your base with the Gem Mine and Clock Tower\n• Gear Up your home village with special upgrades from this realm!"
"TID_NEWS_BUTTON_FIND_OUT_MORE","Find out more!"
"TID_NEWS_MAY_BALANCING_TITLE","May 2017 Balancing Update"
"TID_NEWS_MAY_BALANCING_TEXT","• New levels for Heal, Freeze and Clone Spells\n• 7th Gold Mine and Elixir Collector at Town Hall 9\n• Other balancing and discounts"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Link copied to clipboard"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","Ok"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","The current village has already been linked. The linking can be done only once."
"TID_RES_PACK_INFO_GOLD","• <gems> Gems\n• <res0> Gold\n\nNo storage limits!\n\nGet a huge discount on resources for a limited time!"
"TID_RES_PACK_INFO_ELIXIR","• <gems> Gems\n• <res0> Elixir\n\nNo storage limits!\n\nGet a huge discount on resources for a limited time!"
"TID_RES_PACK_SPECIAL","Resource Pack"
"TID_TRAINING_BUILDING_STATUS","Barracks"
"TID_BUILDING_STATUS","Defenses"
"TID_BATTLERAM","Battle Ram"
"TID_CHARACTER_INFO_BATTLERAM","Four Barbarians holding a big log race ahead to batter down their target, dealing big bonus damage if they connect; then they fight on with their swords!"
"TID_DECORATION_BUILDER_STATUE","Builder Statue"
"TID_TRAP_SHRINK","Shrink Trap"
"TID_TRAP_SHRINK_INFO","This bottled curse from the Witch turns attackers mini-sized, temporarily reducing their hitpoints, damage and making them super cute. Harsh."
"TID_BUTTON_NOTE","Note"
"TID_SIGN_TITLE","Builder's Note"
"TID_SIGN_MESSAGE","!"
"TID_BIRTHDAY_SPELL","Birthday Boom"
"TID_BIRTHDAY_SPELL_INFO","Summon an explosive surprise to celebrate the anniversary! This classy gift damages and stuns nearby buildings and troops."
"TID_LAYOUTS_COPY_EXPLANATION_V2","Select a slot to copy selected layout."
"TID_OBSTACLE_BIRTHDAY2017","5th Anniversary Cake"
"TID_NEWS_JUNE_V1_BALANCING_TITLE","Home Village Upgrade Blitz"
"TID_NEWS_JUNE_V1_BALANCING_TEXT","• Upgrade Cannon, Archer Tower and Inferno Tower\n• Level up P.E.K.K.A, Healer, Wizard, Miner and Wall Breaker\n• Discounts and balancing, including new Town Hall 10 levels"
"TID_BALLOON_HASTE_EVENT_TITLE","Balloon Zoom Event"
"TID_BALLOON_HASTE_EVENT_INFO","Balloons zip through fast-lanes made from Haste Spells. Create both at a discount. Zoom boom!"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","Event Challenge: Win multiplayer battles!\n<cffec78>• Must use <usecount> <unit> spells</c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","Event Challenge: Win multiplayer battles!\n<cffec78>• Must use 1 <unit></c>"
"TID_OFFER_ANNIVERSARY","Clashiversary Pack"
"TID_ONLINE","Online"
"TID_POINTS_HOME_VILLAGE","Home Village"
"TID_POINTS_BB","Builder Base"
"TID_SUGGESTED_CLANS","Suggested Clans"
"TID_CLAN_JOIN_FAIL_NO_DUEL_SCORE","You don't have enough Versus Battle trophies to join this clan!"
"TID_GHOST","Halloween Ghost"
"TID_CHARACTER_INFO_GHOST","Ghost Info"
"TID_OBSTACLE_HALLOWEEN2017","Halloween Obstacle"
"TID_ACCEPT_EXISTING_CHALLENGE","Accept challenge?"
"TID_WAITING","Waiting"
"TID_PUMPKIN_BARBARIAN","Pumpkin Barbarian"
"TID_CHARACTER_INFO_PUMPKIN_BARBARIAN","Who would've thought that pumpkins make for good makeshift armor? The pumpkin helmets provide these regular Barbarians some extra hitpoints until they get destroyed."
"TID_GIANT_SKELETON","Giant Skeleton"
"TID_CHARACTER_INFO_GIANT_SKELETON","Big boned from early age, the Giant Skeleton was always destined to blow up more than just walls. His massive bomb damages everything around him after he is destroyed."
"TID_FRIENDS_ONLINE","Online"
"TID_FRIEND_LEADERBOARD","Leaderboard"
"TID_UNABLE_TO_WATCH","Player is not currently in a battle."
"TID_DIAMOND_BUNDLE_BH3_ALT","Novice Builder Pack"
"TID_DIAMOND_BUNDLE_BH4_ALT","Apprentice Builder Pack"
"TID_DIAMOND_BUNDLE_BH5_ALT","Adept Builder Pack"
"TID_DIAMOND_BUNDLE_BH6_ALT","Expert Builder Pack"
"TID_DIAMOND_BUNDLE_BH7_ALT","Master Builder Pack"
"TID_DIAMOND_BUNDLE_BH8_ALT","Grandmaster Builder Pack"
"TID_DIAMOND_BUNDLE_BH3_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH4_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH5_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH6_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH7_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH8_INFO_ALT","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n\nNo storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_CLAN_GATE","Clan Banner"
"TID_VERSUS_BATTLE_TRAIN_ARMY","Train a full army to start a Friendly Challenge!"
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","Select a valid layout to start a Friendly Challenge!"
"TID_VERSUS_BATTLE_ADD_MESSAGE","Add a message to start a Friendly Challenge!"
"TID_PERK_NEW","NEW!"
"TID_NEWS_BD_GIFTS_TEXT","Happy 5th Clashiversary! Celebrate with your Clan Mates and get bonus gems for your Clan every time you purchase <c80d8e8>Gems + Clan Gifts</c>."
"TID_LOCAL_NOTIFICATION_EVENT_ANNIVERSARY_OFFER","Chief, 5 year anniversary offer is on sale for a limited time!"
"TID_NEWS_CLASHIVERSARY_TITLE","Happy 5th Clashiversary, Chief!"
"TID_NEWS_CLASHIVERSARY_TEXT","That´s right! It´s the Clash of Clans 5th Clashiversary! And to celebrate we´re filling the game with all sorts of special treats for players, including special new obstacles, offers, a one gem boost, and much much more to come!\nHere´s to five more years of building things up... and then blowing them apart!"
"TID_NEWS_BUILDER_GONE","Um, has anyone seen the Builder?"
"TID_BUTTON_WATCH_EXCL","Watch!"
"TID_FOLLOW_BUILDER_TITLE","Follow the Builder on Instagram!"
"TID_FOLLOW_BUILDER_TEXT","The Builder's off on an adventure, and he took our Instagram password with him! Follow his travels and find out what he gets up to next!"
"TID_NOTIFICATION_BUILDER_IS_BACK","The Builder is back!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GoVaHo","Chief, use Golems, Valkyries, and Hog Riders for this special event!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DragonLighting","Chief, earn 200 gems during the Dragon/Lightning Spell event!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LootXP","Chief, during the Clan War event earn 2x Loot and XP!"
"TID_NEWS_SEP_V2_BALANCING_TITLE","Builder Hall Level 7 is here!"
"TID_NEWS_SEP_V2_BALANCING_TEXT","• Introducing two new units for your Builder Base: the Giant Cannon defense and the Drop Ship air troop.\n• Upgrade your troops to level 14 and your buildings to level 7.\n• The Battle Machine can be upgraded to level 15."
"TID_NEWS_OCT_2017_UPDATE_MAIN_TITLE","October Update!"
"TID_NEWS_OCT_2017_UPDATE","Clans, friends and clan friends"
"TID_NEWS_OCT_2017_UPDATE_TEXT","• Challenge your clanmates to friendly battles in the Builder Base\n• Work with your clan to unlock new Clan Perk levels and gain access to tiered Clan Badges\n• See the online status of your friends\n• Watch friends' attacks live in both the Home Village and Builder Base"
"TID_NEWS_OCT_2017_UPDATE_TITLE_2","New building and troop levels"
"TID_NEWS_OCT_2017_UPDATE_TEXT_2","• New troop levels to Golem and Valkyrie\n• New building levels to Air Sweeper and Bomb Tower\n• 25 more maximum level wall pieces"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Connected"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Disconnected"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Log in with Supercell ID"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Play without Supercell ID"
"TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","Eagle Artillery Elimination"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","Elixir Pump Elimination"
"TID_CLANGAMES_TASK_DESTROY_GOLDMINES","Gold Mine Mayhem"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","Elixir Storage Raid"
"TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","Gold Storage Raid"
"TID_CLANGAMES_TASK_DESTROY_MORTARS","Mortar Mauling"
"TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","Wizard Tower Warfare"
"TID_CLANGAMES_TASK_DESTROY_CANNONS","Cannon Carnage"
"TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","Archer Tower Assault"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","Dark Elixir Plumbers"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","Dark Elixir Storage Raid"
"TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","Clan Castle Charge"
"TID_CLANGAMES_TASK_DESTROY_LABORATORIES","Laboratory Strike"
"TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","Spell Factory Sabotage"
"TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","Dark Spell Factory Sabotage"
"TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","Destroy Air Sweepers"
"TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","Destroy Air Defenses"
"TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","Destroy Inferno Towers"
"TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","Destroy Bomb Towers"
"TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","Destroy Tesla Towers"
"TID_CLANGAMES_TASK_DESTROY_XBOWS","Destroy X-Bows"
"TID_CLANGAMES_TASK_DESTROY_KINGALTARS","Destroy Barbarian King Altars"
"TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","Destroy Archer Queen Altars"
"TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","Destroy Grand Warden Altars"
"TID_CLANGAMES_TASK_DESTROY_GEAREDUPARCHERTOWERS","Destroy Geared-up Archer Towers"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLES","Pile of Victories"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLES3STARS","Hunt for Three Stars"
"TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","Star Collector"
"TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","Lord of Destruction"
"TID_CLANGAMES_TASK_LOOT_GOLD","Gold Grab"
"TID_CLANGAMES_TASK_LOOT_ELIXIR","Elixir Embezzlement"
"TID_CLANGAMES_TASK_LOOT_DARKELIXIR","Dark Elixir Heist"
"TID_CLANGAMES_TASK_DONATE_TROOPS","Helping Hand"
"TID_CLANGAMES_TASK_CLEAR_OBSTACLES","Gardening Exercise"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","Winning Streak"
"TID_CLANGAMES_TASK_BEAT_DARKELIXIRTARGET","Dark Elixir Challenge"
"TID_CLANGAMES_TASK_BEAT_GOLDTARGET","Gold Challenge"
"TID_CLANGAMES_TASK_BEAT_ELIXIRTARGET","Elixir Challenge"
"TID_CLANGAMES_TASK_USE_BARBARIANS","Barbarian Brawl"
"TID_CLANGAMES_TASK_USE_ARCHERS","Archer Ambush"
"TID_CLANGAMES_TASK_USE_GOBLINS","Goblin Shenanigans"
"TID_CLANGAMES_TASK_USE_GIANTS","Giant Opportunity"
"TID_CLANGAMES_TASK_USE_WALLBREAKERS","Open Walls Day"
"TID_CLANGAMES_TASK_USE_LOONS","Balloon Blitz"
"TID_CLANGAMES_TASK_USE_WIZARDS","Wizard Wars"
"TID_CLANGAMES_TASK_USE_HEALERS","Power Healing"
"TID_CLANGAMES_TASK_USE_MINIONS","Horde Havoc"
"TID_CLANGAMES_TASK_USE_HOGRIDERS","Hog Rider Raid"
"TID_CLANGAMES_TASK_USE_DRAGONS","Dragon Mayhem"
"TID_CLANGAMES_TASK_USE_PEKKAS","PEKKA Punch-Up"
"TID_CLANGAMES_TASK_USE_VALKYRIES","Ride of the Valkyries"
"TID_CLANGAMES_TASK_USE_GOLEMS","Rocking Along"
"TID_CLANGAMES_TASK_USE_WITCHES","Witching Hour"
"TID_CLANGAMES_TASK_USE_LAVAHOUNDS","Lava is Love"
"TID_CLANGAMES_TASK_USE_BABYDRAGONS","Baby Dragon Storytime"
"TID_CLANGAMES_TASK_USE_BOWLERS","Bowling Time"
"TID_CLANGAMES_TASK_USE_MINERS","Mining Operations"
"TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","Builder Battle Victories"
"TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","Builder Battle Star Master"
"TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","Builder Battle Destructor"
"TID_CLANGAMES_TASK_DONATE_SPELLS","Donate Spells"
"TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRPUMPS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_GOLDMINES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRSTORAGES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_GOLDSTORAGES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRPUMPS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_LABORATORIES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_DARKSPELLFACTORIES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","Destroy <num>x Barbarian King Altars in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","Destroy <num>x Archer Queen Altars in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","Destroy <num>x Grand Warden Altars in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DESTROY_GEAREDUPARCHERTOWERS","Destroy <num>x <building> in Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","Win <num>x Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES3STARS","Score a perfect 3-Stars in <num>x Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","Collect a total of <num>x Stars from Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","Gather a total of <num>% destruction from Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_LOOT_GOLD","Loot a total of <num> Gold from Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","Loot a total of <num> Elixir from Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","Loot a total of <num> Dark Elixir from Multiplayer Battles."
"TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","Donate a total of <num> Housing Space worth of troops."
"TID_CLANGAMES_TASK_INFO_CLEAR_OBSTACLES","Clear <num> obstacles from your Home Village or Builder Base."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","Win <num>x Multiplayer Battles in a row."
"TID_CLANGAMES_TASK_INFO_BEAT_DARKELIXIRTARGET","Loot at least <num2> Dark Elixir from a single Multiplayer Battle."
"TID_CLANGAMES_TASK_INFO_BEAT_GOLDTARGET","Loot at least <num2> Gold from a single Multiplayer Battle."
