"TID","NO"
"TID_CHARACTER_INFO_WARLOCK_SHORT","Påkall skjeletter med stil!"
"TID_BABY_DRAGON_INFO_SHORT","Kort lunte og best alene!"
"TID_CREATE_SKELETONS_SPELL_INFO_SHORT","Ta forsvarene på senga med en plutselig skjeletthær."
"TID_SPEEDUP_INFO_SHORT","Litt turbo får fart på selv de tregeste tropper."
"TID_FREEZE_SPELL_INFO_SHORT","Frys forsvar når det går litt vel hett for seg!"
"TID_JUMP_SPELL_INFO_SHORT","Hvorfor gå gjennom murer når du kan klatre over dem?"
"TID_TOWN_HALL_10_INFO_SHORT","Det hotteste rådhuset til nå!"
"TID_DARK_TOWER_INFO_SHORT","Smelt én angriper, eller grill flere!"
"TID_CHARACTER_INFO_BOWLER_SHORT","En stor, blå fyr som angriper med kampesteiner."
"TID_MINER_INFO_SHORT","Hvorfor gå gjennom murer når du kan gå under dem?"
"TID_SPELL_BATS_INFO_SHORT","Påkall en sverm av flaggermus når du trenger det."
"TID_DUPLICATE_SPELL_INFO_SHORT","Lag kopier av tropper når det trengs."
"TID_TOWN_HALL_11_INFO_SHORT","Et elegant rådhus for en mer sivilisert alder."
"TID_GRAND_WARDEN_INFO_SHORT","En magiens mester som støtter enhver hær."
"TID_ARTILLERY_INFO_SHORT","Ødelegger hærer fra den andre siden av landsbyen."
"TID_CHARACTER_INFO_ICEGOLEM_SHORT","En gående istapp som fryser omgivelsene når den faller."
"TID_CHARACTER_INFO_LIGHTNINGDRAGON_SHORT","Brannfare fra skyene."
"TID_INVISIBILITY_SPELL_INFO_SHORT","Nå ser du meg, nå ser du meg ikke!"
"TID_TRAP_TORNADO_INFO_SHORT","Rundt i ring!"
"TID_TOWN_HALL_12_INFO_SHORT","Et rådhus som bokstavelig talt er støtende."
"TID_SIEGE_MACHINE_BALLOON_INFO_SHORT","Knus baser med store kampesteiner ovenfra."
"TID_CHARACTER_INFO_SIEGE_MACHINE_FLYER_SHORT","Bomber seg rett til rådhuset."
"TID_CHARACTER_INFO_SIEGE_MACHINE_RAM_SHORT","Bryter seg vei rett til rådhuset."
"TID_CHARACTER_INFO_HEADHUNTER_SHORT","Eliminerer fiendens helter i en fei!"
"TID_CHARACTER_INFO_YETI_SHORT","En pelskledd kar med ville små venner."
"TID_TOWN_HALL_13_INFO_SHORT","En sang om is og gigainfernoild."
"TID_HERO_ROYAL_CHAMPION_INFO_SHORT","En helt er alltid i begivenhetenes sentrum."
"TID_BUILDING_SCATTERSHOT_INFO_SHORT","Tunge steiner + myke angripere = SPLÆTT"
"TID_CHARACTER_INFO_SIEGE_MACHINE_LOG_LAUNCHER_SHORT","Lobber av gårde tømmerstokk etter tømmerstokk."
"TID_CHARACTER_INFO_SIEGE_MACHINE_CARRIER_SHORT","Genererer trollmenn og en P.E.K.K.A for å ta drittjobbene."
"TID_CHARACTER_MECHA_DRAGON_INFO_SHORT","Akkurat tøff nok til å vare i tre minutter uten å eksplodere."
"TID_SPELL_RECALL_INFO_SHORT","Trekk tilbake hæren din for et nytt forsøk hvis ting går skeis."
"TID_TOWN_HALL_14_INFO_SHORT","Velkommen til jungelen, her har vi lek og moro å by på."
"TID_CHARACTER_INFO_SIEGE_MACHINE_CATAPULT_SHORT","Brenn ned baser fra langt hold."
"TID_CHARACTER_ELECTRO_TITAN_INFO_SHORT","En sjokkerende mektig kriger."
"TID_PET_MELEEJUMPER_INFO_SHORT","En trofast bikkje som hjelper helten sin."
"TID_PET_WALLBUSTER_INFO_SHORT","Veldig sta, og veldig glad i å knuse murer!"
"TID_PET_RANGEDATTACKER_INFO_SHORT","Støtter helten sin fra himmelen med zapp etter zapp."
"TID_PET_HEALER_INFO_SHORT","Hjelper helten sin med å holde seg sunn og kampklar."
"TID_TOWN_HALL_15_INFO_SHORT","Mer magi, mer kaos!"
"TID_BUILDING_SPELL_TOWER_INFO_SHORT","Endelig kan du vende formler mot angripere!"
"TID_BUILDING_MONOLITH_INFO_SHORT","Jo sterkere mål, desto hardere treffer den."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO_SHORT","Angriper nedenfra og lamslår forsvar."
"TID_PET_PHOENIX_INFO_SHORT","Klekkes for å holde helten sin i gang når det trengs!"
"TID_PET_POISON_LIZARD_INFO_SHORT","En sint, giftig livvakt som beskytter helten sin."
"TID_PET_DIGGY_INFO_SHORT","Skjuler seg under bakken når den ikke knuser forsvar."
"TID_PET_FROSTY_INFO_SHORT","Fryser fiendene sine sammen med de kalde vennene sine."
"TID_DECO_RUIN_OLD_TOMBS","Gamle katakomber"
"TID_BUY_RESOURCES_STORAGE_FULL","Lageret ditt har ikke plass til alt av: <item>.\nVil du bare kjøpe <num> av: <item>?"
"TID_FREEZE_TIME","Sinkingens varighet: <number> sekunder"
"TID_CHARACTER_RAM_RIDER_CHARGE","Bukkerytterangrep"
"TID_FEATURE_CLANS","Klaner"
"TID_FEATURE_CLANS_DESC","Bli med i en klan for å chatte med andre spillere, sende og motta troppedonasjoner og mye mer!"
"TID_FEATURE_CLAN_WARS","Klankriger"
"TID_FEATURE_CLAN_WARS_DESC","Samarbeid med klanen om å slå rivaler, og vis at dere er best. Dette er Cash of Clans på sitt beste."
"TID_FEATURE_LABORATORY","Laboratorium"
"TID_FEATURE_LABORATORY_DESC","Få trollmennene i laboratoriet til å oppgradere hæren din, slik at den blir enda sterkere!"
"TID_FEATURE_BUILDER_BASE","Byggerens base"
"TID_FEATURE_BUILDER_BASE_DESC","Seil på det urolige storhavet i et nytt eventyr i et mystisk land."
"TID_FEATURE_SPELLS","Formler"
"TID_FEATURE_SPELLS_DESC","Brygg flasker med kraftig magi i formelfabrikken. Bruk formlene til å lede hæren din til seier."
"TID_FEATURE_CLAN_GAMES","Klanleker"
"TID_FEATURE_CLAN_GAMES_DESC","Samarbeid med klanen om å fullføre hardhausens utfordringer og få magiske belønninger."
"TID_FEATURE_CLAN_CAPITAL","Klanhovedstad"
"TID_FEATURE_CLAN_CAPITAL_DESC","En mektig fjellfestning som klanen kan bygge sammen. Kjemp sammen mot rivaler for å få loot."
"TID_TRADER_FEATURE","Kremmerens butikk"
"TID_TRADER_FEATURE_DESCRIPTION","Se hvilke magiske varer kremmeren byr på hver uke!"
"TID_FEATURE_DARK_ELIXIR","Mørk eliksir"
"TID_FEATURE_DARK_ELIXIR_DESC","En renere, kraftigere form for eliksir som lar deg bygge en enda sterkere hær!"
"TID_HEROES_FEATURE","Helter"
"TID_HEROES_FEATURE_DESCRIPTION","Helter leder hæren din fra forreste rekke og beskytter landsbyen mot fiender."
"TID_FEATURE_SEASON_CHALLENGES","Sesongutfordringer"
"TID_FEATURE_SEASON_CHALLENGES_DESC","Hver måned kan du prøve deg på nye utfordringer og sikre deg utrolige belønninger!"
"TID_SUPER_TROOPS_FEATURE","Supertropper"
"TID_SUPER_TROOPS_FEATURE_DESCRIPTION","Supertropper kommer til spillet for å gi nye krefter og fantastisk hår til klassiske tropper."
"TID_SIEGES_FEATURE","Beleiringsmaskiner"
"TID_SIEGES_FEATURE_DESCRIPTION","Beleiringsmaskiner er spesialvåpen som lages på verkstedet og kan frakte klanslotttroppene dine."
"TID_PETS_FEATURE","Heltekjæledyr"
"TID_PETS_FEATURE_DESCRIPTION","Hjelp heltene dine i angrep ved å gi dem mektige, magiske ledsagere!"
"TID_CLAN_CAPITAL_LEAGUE","Hovedstadsliga"
"TID_CLAN_CAPITAL_TROPHIES","Hovedstadstrofeer:"
"TID_CLAN_CAPITAL_RESULTS","Hovedstadsresultater:"
"TID_CLAN_HOUSE_NAME_UNOCCUPIED","Ledig hus"
"TID_CLAN_HOUSE_NAME_OCCUPIED","Huset til <name>"
"TID_CAPBUILD_MINION_CRYPT","Mini-lakei-reir"
"TID_CAPBUILD_MINION_CRYPT_INFO","Dette forsvaret, som er bygget over et reir under bakken, åpner seg og slipper løs ekstremt territoriale og farlige mini-lakeier som kan eliminere en hvilken angriper som helst."
"TID_CAPBUILD_REFLECTOR","Avpreller"
"TID_CAPBUILD_REFLECTOR_INFO","Ingen hadde forventet at en snurrende skjoldanordning skulle sende angrep tilbake mot angriperen, men det er nøyaktig hva avprelleren gjør."
"TID_NPC76","Nyttig flaggermus"
"TID_NPC77","Maktens ring"
"TID_NPC78","Mistenkelig åpning"
"TID_NPC79","Blikket på målet"
"TID_NPC80","For en luring"
"TID_NPC81","Titanisk"
"TID_NPC82","Kald flamme"
"TID_NPC83","Hjørnetilfelle"
"TID_NPC84","Veien til smerte"
"TID_NPC85","Byggeropolis"
"TID_NPC86","Monolitt"
"TID_NPC87","Fryktelig hodepine"
"TID_NPC88","Giftig bytorg"
"TID_NPC89","Forsvinnende dilemma"
"TID_NPC90","M.O.M.M.As galehus"
"TID_MAP_LOCATION_23","Byggerens stein"
"TID_MAP_LOCATION_24","Formelby"
"TID_MAP_LOCATION_25","Regnslette"
"TID_ACHIEVEMENT_PEKKA_SLAYER_TITLE","Utakknemlig barn"
"TID_ACHIEVEMENT_PEKKA_SLAYER","Overvinn M.O.M.M.A på kampanjekartet"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DRAGON_RIDER","Ri inn til seier"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DRAGON_RIDER","Bruk drageryttere for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ELECTRO_TITAN","Titanisk panikk"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ELECTRO_TITAN","Bruk elektrotitaner for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RECALL","Total tilbakekalling"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RECALL_INFO","Bruk tilbakekallingsformler for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WALL_WRECKER","Bruk murbrekkeren for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BATTLE_BLIMP","Bruk stridsballongen for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_STONE_SLAMMER","Storeslem"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_STONE_SLAMMER","Bruk steinbankeren for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SIEGE_BARRACKS","Klovnebil"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_SIEGE_BARRACKS","Bruk beleiringsbrakken for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LOG_LAUNCHER","Over stokk og stein"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LOG_LAUNCHER","Bruk tømmerkasteren for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FLAME_FLINGER","Lek med ilden"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_FLAME_FLINGER","Bruk flammeslyngeren for å vinne <num> flerspillerkamper."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BATTLE_DRILL","Ekstra-bor-dinær"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BATTLE_DRILL","Bruk stridsboret for å vinne <num> flerspillerkamper."
"TID_CLANGAMES_TASK_DESTROY_SPELL_TOWERS","Ødelegg formeltårn"
"TID_CLANGAMES_TASK_DESTROY_MONOLITHS","Ødelegg monolitter"
"TID_CLANGAMES_TASK_DESTROY_CHAMPION_ALTARS","Ødelegg kongelig mester-altere"
"TID_CLANGAMES_TASK_INFO_DESTROY_CHAMPION_ALTARS","Ødelegg <num> kongelig mester-altere i flerspillerkamper."
"TID_SHOVEL_OBSTACLE_CONFIRM","Bruke <booster> for å gjøre <obstacle> permanent flyttbar?"
"TID_SHOVEL_OBSTACLE_CONFIRM_TITLE","Forvandle hindring"
"TID_BOOSTER_SHOVEL_OBSTACLE_INFO","Denne magiske spaden er kraftig, men skrøpelig og kan brukes til å gjøre én enkelt hindring permanent flyttbar. Fungerer i begge landsbyene!"
"TID_SUPER_MINER","Supergraver"
"TID_SUPER_MINER_INFO","Bevæpnet med et kraftig bor og en storslått bart er supergraveren klar for å undergrave enhver fiendtlig landsby!"
"TID_SUPER_MINER_ABILITY","Et siste smell"
"TID_SUPER_MINER_ABILITY_INFO","Slipper en eksploderende tønne når den blir overvunnet."
"TID_CLEAR_SHOVELED_OBSTACLE_CONFIRM_TITLE","Bekreft fjerning"
"TID_CLEAR_SHOVELED_OBSTACLE_CONFIRM","Er du sikker på at du vil fjerne flyttbar <obstacle>? Brukte <booster> blir ikke refundert."
"TID_BOOSTER_SHOVEL_OBSTACLE_OFFER_INFO","<num>x hindringsspade som gjør en gjenstand permanent flyttbar"
"TID_CAPITAL_LEAGUE_TITLE","Hovedstadsligaer"
"TID_CAPITAL_CLAN_XP_REWARD","Klan-XP: <number>"
"TID_TUTORIAL_OWN_HOUSE_1","Dette er hjemmet ditt når du ikke er i landsbyen din. Og utsikten er mye bedre!"
"TID_TUTORIAL_OWN_HOUSE_2","Du ser ut som en som virkelig liker brunt, så jeg har pyntet det slik."
"TID_TUTORIAL_OWN_HOUSE_3","Hvis du ikke liker det, kan du endre det selv her!"
"TID_TUTORIAL_OWN_HOUSE_4","Du har allerede noen alternativer, og jo mer hovedstadsgull du bidrar med, desto flere låser du opp!"
"TID_OBSTACLE_LNY_LANTERN_2023","Harelykt"
"TID_STATUE_LNY_2023","Magishowstatue"
"TID_STATUE_LNY_2023_INFO","Hvordan får du harepusen tilbake i hatten?"
"TID_PLAYER_HOUSE_OCCUPIED_INFO","Et hjem utenfor landsbyen for <name>. Kom for utsikten, bli for de spektakulære raidene."
"TID_PLAYER_HOUSE_YOUR_INFO","Ditt hjem utenfor landsbyen. Kom for utsikten, bli for de spektakulære raidene."
"TID_PLAYER_HOUSE_UNOCCUPIED_INFO","En ledig tomt til et fremtidig klanmedlems hus."
"TID_PIRATE_CHAMPION","Sjørøvermester"
"TID_JOLLY_CHAMPION","Munter mester"
"TID_JOLLY_QUEEN","Munter dronning"
"TID_SPOOKY2022_SCENERY","Nifst landskap"
"TID_DARKAGES_KING","Middelalderkonge"
"TID_JOLLY_SCENERY","Muntert landskap"
"TID_WARRIOR_CHAMPION","Krigermester"
"TID_CLASHMAS_SLEIGH","Clashmas-slede"
"TID_RAGE_TOWER_SHORT","Raseri"
"TID_INVISIBILITY_TOWER_SHORT","Usynlighet"
"TID_POISON_TOWER_SHORT","Gift"
"TID_PRIORITIZED_UPGRADES","Prioriterte oppgraderinger:"
"TID_KICKED_FROM_ALLIANCE_NO_MSG","Du har blitt sparket fra klanen."
"TID_BOB_HUT","B.O.Bs hytte"
"TID_BOB_UNLOCK_BUILDING","B.O.B-kontroll"
"TID_BOB_HUT_INFO","B.O.B, en helt vanlig bygger, bor blant oss. Han er helt klart ikke en robot som er styrt fra byggerens base."
"TID_BOB_TASK_GEAR_UP","\nFullfør ved å oppgradere tre bygninger i hjemlandsbyen din."
"TID_BOB_TASK_TROOP","\nFullfør ved å oppgradere enhver byggerens base-enhet til nivå <level>"
"TID_BOB_TASK_DEFENCE","\nFullfør ved å oppgradere ethvert byggerens base-forsvar til nivå <level>"
"TID_BOB_TASK_HEROES","\nFullfør ved å oppgradere byggerens base-helter til et totalt nivå på <level>"
"TID_BOB_TASK_GEAR_UP_FLUFF","Gjennom å arbeide i hjemlandsbyen får byggmesteren lære hvordan man lager en spion som byggerne aldri vil ha mistanke til."
"TID_BOB_TASK_TROOP_FLUFF","Det å studere de farligste troppene virker kanskje som en merkelig forutsetning for å bygge en ikke-voldelig robot, og det er det."
"TID_BOB_TASK_DEFENCE_FLUFF","Bare det å oppgradere et beinhardt forsvar kan lære byggmesteren hvordan han bygger en tøff og ustoppelig bygger."
"TID_BOB_TASK_HEROES_FLUFF","Det å styre kraftige helter vil gi mesterbyggeren kunnskapen han trenger for å gjøre B.O.B til en sterk og uavhengig robot."
"TID_BOB_UNLOCK_BUILDING_INFO","Kontrollsenteret for byggmesterens seneste oppfinnelse! En helt oppgradert B.O.B blir en ekstra bygger i hjemlandsbyen!"
"TID_PER_WEEKEND","Per helg"
"TID_HOUSE_PART_UNLOCKED","Klanhusdel låst opp!"
"TID_FAMILY_FRIENDLY","Familievennlig klan"
"TID_FAMILY_FRIENDLY_INFO","Familievennlige klaner har mer filtrering i chatten, slik at at spillerne skal føle seg trygge."
"TID_FAMILY_FRIENDLY_ENABLE_POPUP","Familievennlige klaner har mer filtrering i chatten, slik at at spillerne skal føle seg trygge. Vær klar over at innstillingen ikke kan endres senere."
"TID_FAMILY_FRIENDLY_DISABLE_POPUP","Familievennlige klaner har mer filtrering i chatten, slik at at spillerne skal føle seg trygge. Hvis du endrer denne innstillingen, kan det være at enkelte spillere blir fjernet fra klanen. Vær klar over at innstillingen ikke kan endres senere."
"TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY","Denne klanen er begrenset til visse kontotyper. Du må finne en annen klan å bli med i."
"TID_STREAM_EVENT_CHANGED_SETTINGS_PLAYERS_LEFT","Klaninnstillingene ble oppdatert. Enkelte spillere har forlatt klanen."
"TID_TOO_MANY_SHOVELED_OBSTACLES","Det maksimale antallet bortspadde hindringer er nådd. Fjern en tidligere bortspadd hindring først."
"TID_ONLY_FAMILY_FRIENDLY","Bare familievennlige klaner"
"TID_CAPITAL_HALL_LEVEL_STAT","Hovedstadshusnivå"
"TID_CAPITAL_UPGRADES","Hovedstadsoppgraderinger"
"TID_CLASHMAS_CAMPAIGN_TITLE","Munter clashmas"
"TID_POPUP_STORE_OBSTACLE","Lagre hindring?"
"TID_POPUP_TEXT_STORE_OBSTACLE","<item> vil bli lagret og utplassert igjen fra layoutredigeringen."
"TID_BUILDER_BASE_BUTTON_STAR_BONUS_COUNTER","<progress>/<total>"
"TID_BUILDER_BASE_LEAGUE_TITLE","Byggerens base-ligaer"
"TID_BUILDER_BASE_TROPHIES","Byggerens base-trofeer"
"TID_BUILDERHALL_LEVEL","Byggerens hall <level>"
"TID_SECOND_STAGE_FEATURE","Gå dypere"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION","Bygg enda dypere i en mørk grotte. Det er mer å finne og angripe!"
"TID_OTTO_FEATURE","O.T.T.O"
"TID_OTTO_FEATURE_DESCRIPTION","Byggmesteren bygger en robotkompis som kan hjelpe ham på byggerens base."
"TID_BB_RESULTS_REWARDS","Belønninger:"
"TID_BB_STAR_BONUS_POPUP_TEXT","Stjernebonus mottatt:"
"TID_BB_STAR_BONUS_POPUP_TITLE","Stjernebonus!"
"TID_BUILDER_HALL_1_INFO_SHORT","Det er her reisen din over havet begynner. Og det er byggmesterens hjem."
"TID_CHARACTER_INFO_RAGED_BARBARIAN_SHORT","Mer fart, mer raseri, mer sikkel!"
"TID_CANNON2_INFO_SHORT","En klassiker vender tilbake. Hvorfor reparere noe som ikke er ødelagt?"
"TID_BUILDER_HALL_2_INFO_SHORT","Bueskyttere ankommer ... Eller gjemte de seg her hele tiden?"
"TID_CHARACTER_INFO_SNEAKY_ARCHER_SHORT","Hva er vel bedre enn å snikskyte på forsvar? Jo, å være usynlig mens du gjør det."
"TID_DOUBLE_CANNON_INFO_SHORT","Livsfarlig sperreild fra en dobbeltløpet skjønnhet."
"TID_ARCHER_TOWER2_INFO_SHORT","Et forsvar som kan veksle mellom høy skuddtakt og avstandsangrep."
"TID_PUSHER_INFO_SHORT","Stikk kjepper i hjulene for en angripers omhyggelig utklekkede planer."
"TID_BUILDER_HALL_3_INFO_SHORT","Fjern hindringer for å utvide basen din med knusende gode nye bygninger."
"TID_CHARACTER_INFO_IRONFIST_GIANT_SHORT","Superultra tungvektsmestre fra bokseligaen til Clash."
"TID_CHARACTER_INFO_TOXIC_MINION_SHORT","Glødende grønne gargoyler gir gratis gaver."
"TID_TESLA_TOWER2_INFO_SHORT","En sjokkerende overraskelse."
"TID_AIR_DEFENSE_SMALL_INFO_SHORT","Fyrer av flammende furier av frekke raketter mot flyvende fiender."
"TID_BUILDING_CRUSHER_INFO_SHORT","Hvis du kan lese dette, står du for nært."
"TID_TRAP_EJECTOR_INFO_SHORT","Den minst populære jobben i landsbyen er å trekke opp fjærene."
"TID_ADVANCED_TRAP_INFO_SHORT","En tikkende bombe som venter på at tropper skal komme for nært."
"TID_BUILDER_HALL_4_INFO_SHORT","Med klokketårn kan du styrke tiden og sprenge fiender i kamp."
"TID_CHARACTER_INFO_BOMBER_SHORT","En enkel en som elsker bomber og hater murer."
"TID_CHARACTER_INFO_BABY_DRAGON2_SHORT","Ikke hjelp denne ildsinte babyen å rape."
"TID_GUARD_POST_INFO_SHORT","Bli med i vakten, sier de. Se verden, sier de."
"TID_AIR_DEFENSE2_INFO_SHORT","Svev som en sommerfugl, smell som en bombe."
"TID_ADVANCED_MEGA_TRAP_INFO_SHORT","Hva slags utspekulert sinn har klekket ut en så stor bombe?"
"TID_BUILDER_HALL_5_INFO_SHORT","Introduserer ytterligere fremskritt i byggeteknologi."
"TID_WARMACHINE_INFO_SHORT","Byggmesteren inntar slagmarken i sin trampende, dampdrevne drakt."
"TID_CHARACTER_INFO_MOVING_CANNON_SHORT","Hvor mange kanoner er det plass til i en kanonvogn?"
"TID_MULTI_MORTAR_INFO_SHORT","Masse artilleri i én liten pakke."
"TID_BUILDER_HALL_6_INFO_SHORT","Det er på tide å sjekke hva som er bak den steinen."
"TID_SECOND_STAGE_FEATURE_DESCRIPTION_SHORT","Først på vannet, nå under bakken. Det er tid for å bygge og slåss der nede!"
"TID_CHARACTER_INFO_DARK_WITCH_SHORT","Du er aldri alene når du har flaggermus."
"TID_FLAMER_INFO_SHORT","En grillende råtass på slagmarken. Ta med dine egne pølser."
"TID_BUILDER_HALL_7_INFO_SHORT","Vi introduserer skjeletter – og et mottiltak mot skjeletter."
"TID_INFO_BALLOON_CARRIER_SHORT","Mannskapet forutsetter muligens montering."
"TID_GIANT_CANNON_INFO_SHORT","En kolossal kanon som sprer lette tropper som om de var pinner."
"TID_BUILDER_HALL_8_INFO_SHORT","En elektrisk ny hall."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA_SHORT","Denne superkraftige P.E.K.K.A-en tramper med voldsom kraft."
"TID_MEGA_TESLA_INFO_SHORT","\q«Mega»\q står for \q«megavolt»\q."
"TID_BUILDER_HALL_9_INFO_SHORT","Litt bygging som supplement til all ødeleggelsen."
"TID_OTTO_FEATURE_DESCRIPTION_SHORT","En tidløs robotvenn som elsker å bygge."
"TID_CHARACTER_INFO_HOG_GLIDER_SHORT","Fri som en fugl, glad som et villsvin."
"TID_LAVA_LAUNCHER_INFO_SHORT","Det er bedre å lempe lava enn å flikke flamme."
"TID_BUILDER_HALL_10_INFO_SHORT","Slutt aldri å tro."
"TID_BUILDING_REINFORCEMENT_CAMP","Forsterkningsleir"
"TID_REINFORCEMENT_CAMP_INFO","Forsterkningsleirer gir deg nyttige forsterkninger i kamper når du når den tilsvarende fasen."
"TID_BB_LOOT_CART_POPUP_TITLE","Eliksirvogn"
"TID_BB_LOOT_CART_POPUP_TEXT","Hentede forsvarsbelønninger"
"TID_BB_LOOT_CART_ALL_COLLECTED","Forsvarsbelønninger:"
"TID_BB_START_ATTACK_POPUP_TITLE","Start angrep"
"TID_BB_START_ATTACK_ALL_BUILDINGS_READY","Alle forsvarene er klare"
"TID_BB_LEAGUE_MAX_ELIXIR_REWARD","Maks forsvarsbelønning:"
"TID_BB_LEAGUE_THREE_STARS_PREFIX",3
"TID_REPORT_PROFILE_IMAGE","Rapporter profilbilde"
"TID_REPORT_PROFILE_IMAGE_TEXT","Er du sikker på at du vil rapportere profilbildet til <name> som upassende?"
"TID_REPORT_PROFILE_IMAGE_NOTIFICATION","Profilbilde innrapportert!"
"TID_LEAGUE_WOOD5","Trevirkeliga V"
"TID_LEAGUE_WOOD4","Trevirkeliga IV"
"TID_LEAGUE_WOOD3","Trevirkeliga III"
"TID_LEAGUE_WOOD2","Trevirkeliga II"
"TID_LEAGUE_WOOD1","Trevirkeliga I"
"TID_LEAGUE_WOOD5_SHORT","Trevirke V"
"TID_LEAGUE_WOOD4_SHORT","Trevirke IV"
"TID_LEAGUE_WOOD3_SHORT","Trevirke III"
"TID_LEAGUE_WOOD2_SHORT","Trevirke II"
"TID_LEAGUE_WOOD1_SHORT","Trevirke I"
"TID_LEAGUE_CLAY5","Leireliga V"
"TID_LEAGUE_CLAY4","Leireliga IV"
"TID_LEAGUE_CLAY3","Leireliga III"
"TID_LEAGUE_CLAY2","Leireliga II"
"TID_LEAGUE_CLAY1","Leireliga I"
"TID_LEAGUE_CLAY5_SHORT","Leire V"
"TID_LEAGUE_CLAY4_SHORT","Leire IV"
"TID_LEAGUE_CLAY3_SHORT","Leire III"
"TID_LEAGUE_CLAY2_SHORT","Leire II"
"TID_LEAGUE_CLAY1_SHORT","Leire I"
"TID_LEAGUE_STONE5","Steinliga V"
"TID_LEAGUE_STONE4","Steinliga IV"
"TID_LEAGUE_STONE3","Steinliga III"
"TID_LEAGUE_STONE2","Steinliga II"
"TID_LEAGUE_STONE1","Steinliga I"
