"TID","DE"
"TID_REENGAGEMENT_DAILYCALENDAR_2","Du bekommst jeden Tag eine Belohnung, wenn du zurückkehrst, Häuptling."
"TID_EVENT_DAILYLOGIN_TITLE","Anmeldekalender"
"TID_EVENT_DAILYLOGIN_INFO","Melde dich täglich an, um Belohnungen zu sammeln!"
"TID_OPEN_DAILYLOGIN","Öffnen"
"TID_EVENT_SHOP_TITLE","Ereignisangebote"
"TID_REENGAGEMENT_BP_1","Psst, sag‘s nicht weiter, aber ich habe dir ein paar Punkte zugesteckt, die dir beim Abschließen der Saison helfen."
"TID_POPUP_GOBLIN_HELPER_HEADER","Biete Arbeit an!"
"TID_POPUP_GOBLIN_HELPER_TEXT","Hey, Häuptling! Brauchst du Hilfe beim Bauen oder Forschen? Für ein paar Juwelen helfe ich dir gerne weiter!"
"TID_VOUCHER_CLAIM_TITLE","Belohnung abholen"
"TID_VOUCHER_CLAIM_TEXT","Möchtest du deine Belohnung einfordern?"
"TID_POPUP_CANCEL_GOBLIN_CONSTRUCTION_TITLE","Bau abbrechen?"
"TID_POPUP_CANCEL_GOBLIN_CONSTRUCTION","Möchtest du den Bau (<item>) wirklich abbrechen? Die Juwelen, die dem Kobauldarbeiter bezahlt wurden, werden dir nicht zurückerstattet und du erhältst nur <number> % der Ressourcenkosten zurück."
"TID_POPUP_CANCEL_GOBLIN_UPGRADE_TITLE","Verbesserung abbrechen?"
"TID_POPUP_CANCEL_GOBLIN_UPGRADE","Möchtest du die Verbesserung (<item>) wirklich abbrechen? Die Juwelen, die dem Kobauldarbeiter bezahlt wurden, werden dir nicht zurückerstattet und du erhältst nur <number> % der Ressourcenkosten zurück."
"TID_POPUP_CANCEL_GOBLIN_CLEAR_TITLE","Entfernen abbrechen?"
"TID_POPUP_CANCEL_GOBLIN_CLEAR","Möchtest du das Entfernen (<item>) wirklich abbrechen? Die Juwelen, die dem Kobauldarbeiter bezahlt wurden, werden dir nicht zurückerstattet."
"TID_OBSTACLE_HALLOWEEN2023","Bäumchen des Schreckens"
"TID_DECO_COFFIN","Gemütlicher Sarg"
"TID_DECO_CLOWN","\qFreundlicher\q Clown"
"TID_DECO_DEAD_JAKUZZI","Unheilvolles Heilbad"
"TID_DECO_SCARECROW","Kürbis-Vogelscheuche"
"TID_SCENERY_GOBLIN_CAVES","Koboldhöhle-Szenerie"
"TID_SCENERY_GHOST","Geisterszenerie"
"TID_BP_TROOP_UNLOCKED","<troop> freigeschaltet!"
"TID_BP_SPELL_UNLOCKED","<spell> freigeschaltet!"
"TID_GHOST_CHAMPION","Geistergladiatorin"
"TID_GHOST_QUEEN","Geisterkönigin"
"TID_GOBLIN_KING","Koboldkönig"
"TID_GHOST_WARDEN","Geisterwächter"
"TID_CLASHIVERSARY_WARDEN","Zukunftswächter"
"TID_CLASHIVERSARY_KING","Zukunftskönig"
"TID_CLASHIVERSARY_QUEEN","Zukunftskönigin"
"TID_CLASHIVERSARY_CHAMPION","Zukunftsgladiatorin"
"TID_GINGERBREAD_KING","Lebkuchenkönig"
"TID_GINGERBREAD_QUEEN","Lebkuchenkönigin"
"TID_GINGERBREAD_CHAMPION","Lebkuchengladiatorin"
"TID_GINGERBREAD_WARDEN","Lebkuchenwächter"
"TID_GHOST_KING","Geisterkönig"
"TID_CHESS_KING","Schachkönig"
"TID_CHESS_QUEEN","Schachkönigin"
"TID_SCENERY_CHESS","Schachszenerie"
"TID_CHARACTER_INFO_SIEGE_CART","Eine Kanone auf Rädern?! Das sieht keiner kommen! Die Kanonenkarre hat viel Feuerkraft, ist aber nicht besonders stabil."
"TID_BP_SEASON_BANK_BB_SIZE_INCREASE","Größere\nBauarbeiterbank"
"TID_LABORATORY_GOBLIN_HINT","Ich kann eine zweite Verbesserung für dich beginnen!"
"TID_WORLD_FINALS_23_STATUE","World-Finals-2023-Statue"
"TID_POPUP_GOBLIN_HELPER_DISCLAIMER","Ich kann dir nur beim Bauen helfen,\nwenn du 5 Bauhütten hast."
"TID_HALLOWEEN_EVENT_2023_INFO_TRACK_ENDED","Das Saure Elixier ist fort, doch du hast immer noch Zeit, deine Belohnungen abzuholen, und deine Mixmedaillen beim Händler einzutauschen."
"TID_EVENT_TRACK_REWARD_INFO_CHARACTER_NOT_AVAILABLE","Temporäre Einheiten sind nicht mehr verfügbar."
"TID_EVENT_TRACK_REWARD_INFO_SPELL_NOT_AVAILABLE","Temporäre Zauber sind nicht mehr verfügbar."
"TID_EVENT_CONFIRM_TIER_UNLOCK","<num> <soft_currency> kaufen, um die nächste Belohnungsstufe zu erreichen?"
"TID_EVENT_CONFIRM_TIER_UNLOCK_TITLE","<soft_currency> kaufen?"
"TID_CHARACTER_TREANT","Wurzelkriegerin"
"TID_CHARACTER_INFO_TREANT","Diese Kriegerin der Erde ist so sehr im Einklang mit der Natur, dass sie nicht einmal selbst laufen muss. Sie reitet auf einer Baumwurzel in den Kampf, die Mauern durchbrechen kann und Verteidiger niedermäht."
"TID_CHARACTER_INFO_TREANT_SHORT","Ihre mächtige Baumwurzel durchbricht Mauern und mäht Verteidiger nieder."
"TID_SPELL_BAG_OF_FROSTMITES","Flöckchenbeutel"
"TID_SPELL_BAG_OF_FROSTMITES_INFO","Friert für kurze Zeit einen Zielbereich ein und beschwört langsam Flöckchen, die Verteidiger in der Nähe ablenken und verlangsamen."
"TID_SUPER_TROOP_BOOSTS_NEEDED_TITLE","Supertruppen-Schübe benötigt"
"TID_SUPER_TROOP_BOOSTS_NEEDED","Dir fehlen Supertruppen-Schübe für die folgenden Einheiten:"
"TID_CONFIRM_PARTIAL_TRAINING_TITLE","Ausbildung bestätigen"
"TID_CONFIRM_PARTIAL_TRAINING","Du hast nicht genug Platz für alle ausgewählten Truppen. Möchtest du die Armee dennoch zum Teil ausbilden?"
"TID_LAYOUT_EDITOR_UNAVAILABLE","Der Layout-Editor ist <time> lang nicht verfügbar."
"TID_BAN_ACKNOWLEDGEMENT_TITLE","Kontowarnung"
"TID_CLAN_ACCESS_DISABLED","Claninteraktionen sind <time> lang nicht verfügbar."
"TID_EVENT_PASS_PURCHASE_TITLE","Hol dir den Ereignispass!"
"TID_EVENT_PASS_PURCHASE_TEXT","Sichere dir den Ereignispass und hol dir mehr Belohnungen!"
"TID_PTE_PERK_NEEDS_PREMIUM","Mit Ereignispass freischalten"
"TID_PTE_REWARD_LOCKED_NEED_PREMIUM","Du benötigst den Ereignispass, um diese Belohnung freizuschalten."
"TID_PTE_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","Du brauchst noch <num> <soft_currency> und den Ereignispass, um diese Belohnung freizuschalten."
"TID_EVENT_PASS_PACKAGE","Ereignispass"
"TID_EVENT_PASS_PACKAGE_INFO","Sichere dir den Ereignispass, um Zugriff auf mehr Belohnungen zu erhalten."
"TID_NAME_CHANGE_PREVENTED","Namensänderungen sind <time> lang deaktiviert."
"TID_SMITHY","Schmied"
"TID_SMITHY_INFO","Versorge den Schmied mit den richtigen magischen Erzen, um die Ausrüstung deiner Helden noch mächtiger zu machen! Nebenbei macht er mit dem Ofen köstliches, wenn auch ungesundes, Räucherfleisch."
"TID_PLAYER_MUTED_HUD_MESSAGE","Du wurdest stummgeschaltet. Mehr erfährst du in deinem Posteingang."
"TID_DECO_COZY_CLAM","Kuschel-Muschel"
"TID_DECO_COZY_CLAM_INFO","In der Kuschel-Muschel lässt es sich perfekt entspannen und von versteckten Schätzen träumen, während man auf einem faltbaren Gerät Clash spielt."
"TID_CHARACTER_FIRECRACKER","Feuerwerkerin"
"TID_CHARACTER_INFO_FIRECRACKER","Diese pinkhaarige Pyromanin hat ihren Bogen gegen eine Waffe mit deutlich mehr Zerstörungskraft getauscht. Sie nimmt das nächstgelegene Ziel ins Visier und feuert so furios flammende Vernichtung darauf, dass der Rückstoß sie leicht nach hinten katapultiert. Die Feuerwerkerin ist für die bunten und explosiven Spektakel des Mondneujahrs zuständig – achte gut darauf, dass sich nichts Brennbares in ihrer Nähe befindet!"
"TID_CHARACTER_WATER_DRAGON","Azurblauer Drache"
"TID_CHARACTER_INFO_WATER_DRAGON","Das Jahr des Azurblauen Drachens repräsentiert Stärke und Macht. Dieser majestätische Lindwurm verkörpert beides – möge er als Bote des Frühlings und der kommenden Regenzeit Siege auf dich herabregnen lassen! Mit seinen hohen Trefferpunkten und einem durchstoßenden Flächenschaden-Projektil, das auch Schaden hinter seinem ursprünglichen Ziel verursacht, werden deine Gegner ihr azurblaues Wunder erleben."
"TID_CHARACTER_COOKIE_PEKKA","P.E.K.K.E.K.S."
"TID_CHARACTER_INFO_COOKIE_PEKKA","P.E.K.K.E.K.S. versüßt dir jeden Kampf, indem er wie ein Gebäctionheld mit seiner Pralinenpirouetten-Attacke Flächenschaden anrichtet und Gegner dazu bringt, sich zu verkrümeln."
"TID_MERGE_REQUIREMENTS","Voraussetzungen:"
"TID_GEAR_TITLE_BARBARIAN_CROWN","Barbarenpuppe"
"TID_GEAR_TITLE_IRON_FIST","Wutflasche"
"TID_GEAR_TITLE_ARCHER_CROWN","Bogenschützinnen-Puppe"
"TID_GEAR_TITLE_ROYAL_CLOAK","Unsichtbarkeitsflasche"
"TID_GEAR_TITLE_ETERNAL_TOME","Ewiger Wälzer"
"TID_GEAR_TITLE_LIFE_GEM","Lebensstein"
"TID_GEAR_TITLE_SEEKING_SHIELD","Zielsuchender Schild"
"TID_GEAR_EARTHQUAKE_BOOTS","Erdbebenstiefel"
"TID_GEAR_GIANT_GAUNTLET","Riesenhandschuh"
"TID_GEAR_VAMPSTACHE","Vampirschnurrbart"
"TID_GEAR_FROZEN_ARROW","Frostpfeil"
"TID_GEAR_PIERCING_ARROW","Riesenpfeil"
"TID_GEAR_HEALER_JAR","Heilerinnenpuppe"
"TID_GEAR_ANGRY_TOME","Wutjuwel"
"TID_SHOP_MERGE_BUILDING_DISCLAIMER","Beide Gebäude werden zu einem neuen einzelnen Gebäude. Diese Aktion kann nicht rückgängig gemacht werden."
"TID_GEAR_INFO","Info"
"TID_BONUS_FROM_GEAR","+<number> durch Ausrüstung"
"TID_GEAR_INFO_BARBARIAN_CROWN","Beschwört eine Horde wütender Barbaren."
"TID_GEAR_INFO_IRON_FIST","Verleiht dem Barbarenkönig einen Wutzauber."
"TID_GEAR_INFO_ARCHER_CROWN","Beschwört eine Gruppe Bogenschützinnen."
"TID_GEAR_INFO_ROYAL_CLOAK","Macht die Königin unsichtbar und verstärkt ihre Attacken."
"TID_GEAR_INFO_ETERNAL_TOME","Der Große Wächter und alle verbündeten Truppen in der Nähe werden immun gegen Schaden."
"TID_GEAR_INFO_LIFE_GEM","Verbündete Truppen in der Nähe erhalten zusätzliche Trefferpunkte."
"TID_GEAR_INFO_SEEKING_SHIELD","Wirft ihren Schild, der zwischen Verteidigungen hin- und herspringt und Schaden verursacht."
"TID_GEAR_INFO_EARTHQUAKE_BOOTS","Beschwört ein mächtiges Erdbeben, das Mauern zerstört und Schaden an Gebäuden verursacht."
"TID_GEAR_INFO_GIANT_GAUNTLET","Der Barbarenkönig wird größer, verursacht Flächenschaden und erleidet weniger Schaden."
"TID_GEAR_INFO_VAMPSTACHE","Der Barbarenkönig heilt sich mit jedem Angriff."
"TID_GEAR_INFO_FROZEN_ARROW","Frostpfeile verlangsamen getroffene Ziele."
"TID_GEAR_INFO_PIERCING_ARROW","Schießt einen riesigen durchdringenden Pfeil, der durch das gesamte Dorf fliegt."
"TID_GEAR_INFO_HEALER_JAR","Beschwört eine Gruppe Heiler."
"TID_GEAR_INFO_ANGRY_TOME","Verbündete Truppen in der Nähe verursachen mehr Schaden."
"TID_GEAR_ALREADY_EQUIPPED","Der Gegenstand wurde bereits ausgerüstet."
"TID_GEAR_RARITY_COMMON","Gewöhnlich"
"TID_GEAR_RARITY_RARE","Selten"
"TID_GEAR_RARITY_EPIC","Episch"
"TID_GEAR_RARITY_LEGENDARY","Legendär"
"TID_GEAR_TYPE_SUMMON","Beschwörung"
"TID_GEAR_TYPE_SKILL","Fähigkeit"
"TID_GEAR_TYPE_POTION","Trank"
"TID_GEAR_TYPE_OTHER","Sonstiges"
"TID_GEAR_RESOURCE_COMMON","Glanzerz"
"TID_GEAR_RESOURCE_COMMON_INFO","Mit Glanzerz kannst du Ausrüstung verbessern. Du bekommst es mit dem Sternebonus oder in Clankriegen."
"TID_GEAR_RESOURCE_RARE","Glimmerz"
"TID_GEAR_RESOURCE_RARE_INFO","Mit Glimmerz kannst du Ausrüstung verbessern. Du bekommst es mit dem Sternebonus oder in Clankriegen."
"TID_GEAR_RESOURCE_EPIC","Sternenerz"
"TID_GEAR_RESOURCE_EPIC_INFO","Mit Sternenerz kannst du Ausrüstung verbessern. Du bekommst es in Clankriegen oder besonderen Ereignissen."
"TID_GEAR_HEALING_TOME","Buch der Besserung"
"TID_GEAR_INFO_HEALING_TOME","Heilt den Großen Wächter und alle verbündeten Truppen in der Nähe."
"TID_GEAR_POPUP_DRAG_INFO","Ziehe Ausrüstung auf Helden, um sie ihnen zuzuweisen."
"TID_EP_PERK_INCREASE","<num> %\n<perk>"
"TID_EP_GET_BANNER_TITLE","Ereignispass kaufen"
"TID_MEDAL_EVENT_INFO_TRACK_ENDED","<soft_currency> kann nicht mehr gesammelt werden, doch du hast immer noch Zeit, deine Belohnungen abzuholen, und deine <hard_currency> beim Händler einzutauschen."
"TID_EP_GET_SCREEN_TITLE","Hol dir den Ereignispass!"
"TID_EVENT_PASS_PURCHASE_INFO","Sichere dir den Ereignispass, um Zugriff auf mehr Belohnungen zu erhalten."
"TID_MAX_MEDALS","Gesamtmedaillen"
"TID_MAX_MEDALS_INFO","Auf dem Pfad eingesammelte Medaillen"
"TID_MEDAL_EVENT_COMBAT_ITEM_LOCKED","Sammle mehr <soft_currency>, um dies freizuschalten."
"TID_TUTORIAL_MERGE_1","Die Bauarbeiter hatten eine Idee, wie wir unsere Verteidigungen noch mehr verstärken können!"
"TID_TUTORIAL_MERGE_2","Wir nehmen einfach zwei normale Abwehranlagen und kombinieren sie zu einer stärkeren!"
"TID_TUTORIAL_MERGE_3","Ich freue mich schon, das Ding in Aktion zu sehen!"
"TID_CHARACTER_ITEM_ALREADY_OWNED","Du besitzt diese Ausrüstung bereits."
"TID_EP_RECEIVED","Ereignispass erhalten!"
"TID_NOT_ENOUGH_GEAR_RESOURCES","Nicht genug Ressourcen für die Verbesserung!"
"TID_HEAL_ON_ACTIVATION","Heilung bei Aktivierung: <number>"
"TID_HITPOINT_INCREASE","TP-Erh.: <number>"
"TID_DPS_INCREASE","Schaden/Sek.-Erh.: <number>"
"TID_REQUIRED_BLACKSMITH_LEVEL","Schmied auf Level <number> benötigt"
"TID_TUTORIAL_SMITHY_1","Der Schmied ist bereit zum Loshämmern, Häuptling!"
"TID_TUTORIAL_SMITHY_2","Mit seiner Hilfe kannst du Ausrüstungen freischalten und verbessern, um deine Helden zu verstärken."
"TID_PET_SPIRIT_FOX","Geisterfuchs"
"TID_PET_SPIRIT_FOX_INFO","Diese überaus scheue Kreatur fühlt sich besonders wohl, wenn sie alleine durch die Wälder außerhalb des Dorfs streift. Wird der Geisterfuchs in den Kampf gerufen, kämpft er nicht nur verbissen an der Seite seines Helden, sondern unterstützt ihn auch mit vorübergehender Unsichtbarkeit."
"TID_PET_SPIRIT_FOX_INFO_SHORT","So scheu, dass er sich unsichtbar macht!"
"TID_PET_ABILITY_SPIRIT_FOX","Geisterdimension"
"TID_PET_ABILITY_INFO_SPIRIT_FOX","Macht sich und seinen Helden unsichtbar."
"TID_BUILDING_MULTI_ARCHER_TOWER","Multi-Bogenschützenturm"
"TID_MULTI_ARCHER_TOWER_INFO","Die Bogenschützinnen haben sich zusammengeschlossen, um Angreifer schneller und stärker denn je zu besiegen. Teamwork ist alles!"
"TID_MULTI_ARCHER_TOWER_INFO_SHORT","Mehr Bogenschützinnen, mehr Schmerzen für Gegner."
"TID_BUILDING_RICOCHET_CANNON","Querschläger-Kanone"
"TID_RICOCHET_CANNON_INFO","Durch kuriose Tüftelarbeit hat der Bauarbeiter eine Kanonenkugel erschaffen, die vom ersten Ziel abprallt und ein weiteres trifft."
"TID_RICOCHET_CANNON_INFO_SHORT","Trifft zwei Ziele mit einer Kanonenkugel!"
"TID_DAMAGE_RADIUS","Flächenschaden: <number> Felder"
"TID_SHIELD_PROTECTION","Schadensreduzierung: <number> %"
"TID_BOOST_DAMAGE_PERCENTAGE","Schadenserhöhung: <number> %"
"TID_ME_BONUS_POINTS_TITLE","<soft_currency>"
"TID_ME_BONUS_POINTS_INFO","Sichere dir <num> <soft_currency>, indem du dir den Ereignispass holst!"
"TID_EP_PURCHASE_BONUS","Bonus"
"TID_EP_MULTIPLE_REWARD_FORMAT","<num>x <reward>"
"TID_EP_TROOP_UNLOCKED","<troop> freigeschaltet!"
"TID_EP_SPELL_UNLOCKED","<spell> freigeschaltet!"
"TID_EP_REWARD_CLAIMED","Du hast diese Belohnung bereits abgeholt."
"TID_TOWN_HALL_16_INFO_SHORT","Entfessle die Macht der Natur!"
"TID_MEDAL_EVENT_HARD_CURRENCY","Harte Medaillenereigniswährung"
"TID_MEDAL_EVENT_SOFT_CURRENCY","Weiche Medaillenereigniswährung"
"TID_DECO_HOG_PEN","Schweinepferch"
"TID_DECO_DUCK_POND","Entenbad"
"TID_LIFE_STEAL","Heilung pro Treffer: <number>"
"TID_PROJECTILE_DAMAGE","Projektilschaden: <number>"
"TID_FEATURE_HERO_GEAR","Ausrüstung"
"TID_FEATURE_HERO_GEAR_DESC","Passe deine Helden mit Ausrüstung ganz nach deinen Wünschen an! Ausrüstungen können beim Schmied ausgewählt werden."
"TID_UNLOCK_GEAR","Schaltet diese Ausrüstung frei:"
"TID_FREEZE_PERCENT","Verlangsamung: <number> %"
"TID_HEAL_AURA","Heilung pro Sekunde: <number>"
"TID_CLAIMABLE_GEAR_LOCKED","Gegenstand kann im Ereignis, im Shop oder beim Händler eingefordert werden."
"TID_DECO_GINGERBREAD_BUILDING","Lebkuchenbäckerei"
"TID_DECO_JINGLEBELL","Schlittenglöckchen"
"TID_DECO_HOGMASTER","Winterbarbar"
"TID_DECO_SOCK","Skelettsocke"
"TID_GEAR_PROTECTIVE_CLOAK","Königliches Juwel"
"TID_GEAR_FIRE_IN_A_CAN","Feuerball"
"TID_GEAR_HOG_TOTEM","Schweinereiter-Puppe"
"TID_GEAR_TITLE_HASTE_VIAL","Tempoflasche"
"TID_GEAR_INFO_FIRE_IN_A_CAN","Schleudert einen riesigen explodierenden Feuerball auf die nächstgelegene Verteidigungsanlage."
"TID_GEAR_INFO_HOG_TOTEM","Beschwört eine Horde Schweinereiter."
"TID_GEAR_INFO_HASTE_VIAL","Verleiht der Königlichen Gladiatorin einen Eilzauber-Effekt."
"TID_EP_REWARD_GET_GEM_ALTERNATIVE_TITLE","Lager voll"
"TID_EP_RESOURCE_REWARD_GET_GEM_ALTERNATIVE_TEXT","Dein Lager kann nicht die gesamte Menge an Folgendem aufnehmen: <resource>.\nDen Rest für <amount> Juwelen verkaufen?"
"TID_MEDAL_EVENT_TRACK_END","Das Ereignis ist vorbei. Du kannst deine Medaillen noch immer beim Händler eintauschen!"
"TID_MEDAL_EVENT_END_GOLD","Das Ereignis ist vorbei. Deine übrigen Medaillen wurden in <num> Gold umgewandelt."
"TID_ATTACK_SPEED_INCREASE","Angriffstempo-Erhöhung: <number> %"
"TID_REGENERATION_PER_SECOND","Selbstheilung pro Sekunde: <number>"
"TID_HERO_ABILITY_SUMMONED_UNITS_LEVEL","Level beschw. Einheiten: <number>"
"TID_GEAR_INFO_PROTECTIVE_CLOAK","Die Königliche Gladiatorin erhält eine riesige Menge an TP zurück."
"TID_AURA_DAMAGE_WALL","Mauerschaden pro Sekunde: <number>"
"TID_HERO_STATS","Heldenschübe"
"TID_HERO_GEAR_UPGRADED","<item> auf Level <level> verbessert!"
"TID_GEAR_RESOURCE_BONUS_LOOT_TITLE","Nach Kriegsende verdient:"
"TID_GEAR_RESOURCE_BONUS_LOOT_INFO","Nach Kriegsende verdienst du Ausrüstungsressourcen. Für Siege erhältst du mehr, für Niederlagen weniger."
"TID_GEAR_RESOURCE_GENERIC_INFO","Der Schmied kann mit diesem magischen Erz die Ausrüstung deiner Helden verbessern!"
"TID_EP_REWARD_LOCKED_NEED_PREMIUM","Du benötigst den Ereignispass, um diese Belohnung freizuschalten."
"TID_SCENERY_CRYSTAL_CAVERNS","Kristallhöhle-Szenerie"
"TID_EP_BONUS_POINTS","+<num>"
"TID_OBSTACLE_LNY2024","Glücks-Briefkasten"
"TID_CHARACTER_FIREMITE","Fünkchen"
"TID_CHARACTER_INFO_FIREMITE",
"TID_SIEGE_MACHINE_INVISIBLE","Unsichtbare Maschine"
"TID_CHARACTER_INFO_SIEGE_MACHINE_INVISIBLE",
"TID_SIEGE_MACHINE_INVISIBLE_FLYING","Unsichtbare Drohne"
"TID_CHARACTER_INFO_SIEGE_MACHINE_INVISIBLE_FLYING",
"TID_SPELL_OVERGROWTH","Überwucherungszauber"
"TID_SPELL_OVERGROWTH_INFO","Umschlingt Gebäude in der Nähe mit kräftigen Wurzeln, wodurch Verteidigungsanlagen nicht angreifen können. Truppen ignorieren überwucherte Gebäude."
"TID_SPELL_OVERGROWTH_INFO_SHORT","Umschlinge Feinde und besiege sie."
"TID_SPELL_HEAL_SPIRIT","Heilungsgeist"
"TID_SPELL_HEAL_SPIRIT_INFO",
"TID_SPELL_FROST","Präziser Frost"
"TID_SPELL_FROST_INFO",
"TID_CHARACTER_SIEGE_MACHINE_TROOP_CATAPULT","Truppenkatapult-Prototyp"
"TID_CHARACTER_INFO_SIEGE_MACHINE_TROOP_CATAPULT","Katapultiert deine Belagerungsmaschinen"
"TID_CHAMPION_CHAMPION","Championgladiatorin"
"TID_SCENERY_CHAMPION","Championszenerie"
"TID_SCENERY_GINGERBREAD","Lebkuchenszenerie"
"TID_POPUP_UPGRADE_WALL_TITLE","Mauer verbessern!"
"TID_POPUP_UPGRADE_WALL_TEXT","<booster> (<num>x) verwenden, um diese Mauer zu verbessern?"
"TID_HERO_GEAR_UNLOCKED","<gear> freigeschaltet!"
"TID_STAR_BONUS_LOOT_HEADER","An <destination> gelieferte Sternebonusbeute:"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO_2","Du kannst den Kriegsbeutebonus in deiner Schatzkammer und beim Schmied einsammeln."
"TID_AVAILABLE_IN_SHOP","Im Shop verfügbar!"
"TID_EVENT_ACHIEVEMENT_BOOSTER_GEM_XP_REWARD_CLAIMED","Ereignis abgeschlossen! Du hast <gem> Juwelen, <number> <booster> und <xp> EP erhalten!"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_TROOPS","Truppenkontrolle"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_SPELLS","Zauberkontrolle"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_HEROES","Heldenkontrolle"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_CLAN_CASTLE","Clanburg-Kontrolle"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_SIEGE_MACHINES","Belagerungsmaschinen-Kontrolle"
"TID_KEYBOARD_CONTROL_SELECT_TROOP","Truppe <num> auswählen"
"TID_KEYBOARD_CONTROL_ACTIVATE_SPELL","Zauber <num> aktivieren"
"TID_KEYBOARD_CONTROL_SELECT_HERO","Held <num> auswählen"
"TID_KEYBOARD_CONTROL_SELECT_CLAN_CASTLE","Clanburg auswählen"
"TID_KEYBOARD_CONTROL_SELECT_SIEGE_MACHINE","Belagerungsmaschine auswählen"
"TID_CLAN_NOTICE_TITLE","Clanmitteilung"
"TID_TAB_CLANS_FIND_PLAYERS","Spieler finden"
"TID_CREATE_CLAN_NOTICE_SUBTEXT","Deine Clanmitteilung wird deine aktuellen Claneinstellungen nutzen."
"TID_BUTTON_EDIT_CLAN_SETTINGS","Claneinstellungen bearbeiten"
"TID_BUTTON_CLAN_NOTICE_PUBLISH","Mitteilung veröffentlichen"
"TID_BUTTON_CLAN_NOTICE_PUBLISH_INFO_1","Derzeit ist keine Clanmitteilung aktiv."
"TID_BUTTON_CLAN_NOTICE_PUBLISH_INFO_2","Deine Clanmitteilung ist derzeit aktiv."
"TID_CLAN_STATUS_ACTIVE","Aktiv"
"TID_CLAN_STATUS_VERY_ACTIVE","Sehr aktiv"
"TID_CLAN_STATUS_CHAT","Chat:"
"TID_CLAN_STATUS_WARS","Kriege"
"TID_CLAN_STATUS_DONATIONS","Spenden:"
"TID_DECO_LNY24_ANCHOR","Glücksanker"
"TID_DECO_LNY24_CRAB","Krebs mit Haus"
"TID_GOLD_PASS_ACTIVATE_INFO","Aktiviere den Goldpass für diese Saison und du kannst diese Belohnungen freischalten."
"TID_GP_ACTIVATE_BANNER_TITLE","Goldpass aktivieren"
"TID_GP_ACTIVATE_COUNTDOWN","Zeitfenster für Passaktivierung endet in <time>"
"TID_DECO_LNY24_BABY_DRAGON","Drachenbabystatue"
"TID_DECO_LNY24_DRAGON_PINATA","Drachenpiñata"
"TID_LAST_ONLINE_ONE_WEEK_AGO","Zuletzt vor 1 Woche gespielt"
"TID_LAST_ONLINE_MULTIPLE_WEEKS_AGO","Zuletzt vor <num> Wochen gespielt"
"TID_LAST_ONLINE_OVER_MONTH_AGO","Zuletzt vor über 1 Monat gespielt"
"TID_JOIN_CLAN_TITLE","Tritt einem Clan bei"
"TID_JOIN_CLAN_INFO_CHAT","Chatte mit Clankameraden!"
"TID_JOIN_CLAN_INFO_DONATE","Sichere dir kostenlose Armeespenden!"
"TID_JOIN_CLAN_INFO_FEATURES","Schaltet Clankriege, Clanspiele und mehr frei!"
"TID_JOIN_CLAN_INFO_TOGETHER","Spiele gemeinsam mit anderen und verdiene mehr Beute!"
"TID_JOIN_CLAN_INFO_CAPITAL","Baue und kämpfe mit deinem Clan in der Clanstadt!"
"TID_CHAT_TEXTFIELD_TEXT","Clannachricht ..."
"TID_CHAT_TEXTFIELD_PIN_TEXT","Angeheftete Nachricht ..."
"TID_CHAT_BUTTON_ADD_PIN","Anheften"
"TID_CHAT_BUTTON_REMOVE_PIN","Nicht anheften"
"TID_CHAT_FEATURE_TITLE","Neue Chatfunktionen!"
"TID_CHAT_FEATURES_LIST","– Tagge einen <cff8000>@Spieler</c> in deiner Nachricht, um ihm eine Benachrichtigung zu senden!\n– Tippe auf eine Nachricht und halte gedrückt, um eine Reaktion hinzuzufügen!\n– Anführer und Vize-Anführer können Nachrichten anheften!"
"TID_STREAK_EVENT_BUTTON_PURCHASE","<TID_STREAK_EVENT_BUTTON_PURCHASE>"
"TID_STREAK_EVENT_BUTTON_BOOSTS","Schübe"
"TID_STREAK_EVENT_TIME_LEFT","Ereignis endet in: <time>"
"TID_STREAK_EVENT_TASK_NUMBER","Aufgabe <num>/<max>"
"TID_STREAK_EVENT_REWARD_PERCENT","<num> %"
"TID_STREAK_EVENT_STREAK_COMPLETED","Siegesserie abgeschlossen!"
"TID_STREAK_EVENT_STREAK_COMPLETED_DESCRIPTION","Herzlichen Glückwunsch, Häuptling! Du hast die gesamte Siegesserie abgeschlossen!"
